match_id,team_id,possession,passes,corners,fouls,offsides,shots,shots_on_target,tackles,touches,yellow_cards,red_cards,clearances,is_home
2144,15,41.4,381,3,13,2,6,1,22,563,2,0,20,True
2145,26,52.0,315,10,13,3,13,7,11,527,2,0,23,True
2146,7,62.1,548,8,10,3,13,4,11,737,0,0,27,True
2147,25,50.6,429,11,8,2,20,6,15,640,0,0,21,True
2148,21,39.3,403,1,15,1,12,6,26,633,5,0,32,True
2149,31,41.9,326,7,13,3,13,4,19,509,2,0,19,True
2150,14,39.3,355,7,11,2,19,7,19,562,2,0,27,True
2151,3,70.5,592,6,16,1,21,6,14,822,3,0,19,True
2152,25,40.2,384,8,12,3,14,7,38,594,2,0,13,True
2153,21,47.6,480,4,12,1,18,9,20,678,2,0,12,True
2154,16,67.4,687,6,6,3,15,8,8,859,3,0,21,True
2155,25,48.5,479,4,5,1,11,2,21,666,0,1,28,True
2156,2,52.9,485,6,14,1,14,6,18,672,0,0,16,True
2157,8,44.8,339,1,9,2,15,1,35,619,1,0,66,True
2158,12,47.0,395,2,10,3,16,8,27,635,3,0,31,True
2159,15,45.8,427,5,8,2,18,2,16,608,0,0,17,True
2160,2,70.4,642,4,7,1,28,8,17,822,0,0,8,True
2161,12,58.3,477,6,13,2,20,8,18,707,2,0,28,True
2162,15,37.5,327,5,6,3,12,2,23,571,0,0,25,True
2163,30,48.7,388,4,8,1,21,6,32,646,2,0,15,True
2164,8,43.9,313,6,11,2,12,2,22,543,2,0,30,True
2165,10,72.1,671,11,9,5,24,6,17,943,4,0,18,True
2166,15,39.3,410,0,10,0,6,1,19,600,3,0,24,True
2167,7,46.0,468,7,12,4,19,4,26,705,1,0,23,True
2168,10,59.6,609,5,12,0,16,7,14,774,0,0,12,True
2169,20,54.0,525,7,5,8,17,4,26,753,0,0,26,True
2170,16,45.5,382,4,7,1,15,8,18,599,0,0,29,True
2171,17,38.5,351,3,7,1,19,10,20,538,1,1,35,True
2172,25,49.8,396,2,7,2,19,5,15,612,1,0,40,True
2173,4,46.7,355,4,8,6,7,4,28,542,3,0,27,True
2174,21,50.0,494,4,4,2,4,1,13,676,1,0,27,True
2175,31,54.2,401,7,11,1,21,6,13,615,1,0,26,True
2176,13,32.6,285,7,11,1,13,1,22,492,3,0,25,True
2177,26,40.8,376,6,14,3,11,4,18,600,1,0,35,True
2178,7,49.2,423,5,19,1,18,8,17,615,4,0,23,True
2179,32,51.3,503,5,9,2,18,5,22,720,0,0,9,True
2180,10,71.7,737,10,7,2,21,6,16,936,0,0,16,True
2181,30,43.5,332,0,14,2,6,2,14,511,1,1,33,True
2182,2,53.3,491,5,6,3,19,4,36,705,0,0,11,True
2183,4,45.0,406,6,16,9,14,6,9,594,0,0,18,True
2184,17,44.2,373,3,10,3,11,6,13,560,1,0,18,True
2185,21,72.7,678,8,6,4,22,2,18,891,0,0,21,True
2186,31,35.1,268,7,6,1,6,5,28,474,1,0,23,True
2187,7,54.5,454,11,9,2,26,3,21,711,1,0,29,True
2188,17,59.9,434,2,14,1,17,8,24,661,4,0,31,True
2189,25,49.2,466,3,10,3,16,5,18,680,1,0,31,True
2190,12,62.8,601,4,11,3,17,8,20,784,0,0,25,True
2191,2,58.9,579,6,4,3,23,7,19,787,1,0,14,True
2192,25,40.8,382,5,6,1,15,8,21,556,2,0,10,True
2193,12,57.1,436,6,9,3,21,6,32,698,1,0,27,True
2194,12,55.8,484,7,13,3,22,12,21,708,2,0,29,True
2195,16,45.7,408,8,5,3,10,1,21,608,0,0,24,True
2196,31,52.0,431,5,10,4,13,0,15,639,0,0,15,True
2197,13,43.9,373,8,9,2,15,6,13,543,2,0,15,True
2198,30,38.3,392,4,15,3,18,9,30,627,1,0,25,True
2199,8,29.8,268,7,10,5,12,3,13,463,2,0,33,True
2200,10,46.6,466,6,14,1,9,1,17,671,1,1,14,True
2201,16,59.7,592,7,5,2,20,2,16,810,0,0,11,True
2202,32,45.8,401,4,8,3,11,3,29,624,0,0,19,True
2203,2,60.3,586,10,8,4,15,2,23,815,1,0,24,True
2204,3,58.7,543,6,17,0,6,1,19,746,2,0,24,True
2205,8,39.7,311,1,12,0,9,3,14,495,0,0,25,True
2206,31,55.3,386,6,17,0,15,2,14,585,4,0,20,True
2207,3,39.2,349,2,21,2,7,5,24,534,4,0,27,True
2208,12,57.2,450,7,11,3,34,15,11,675,2,0,25,True
2209,2,53.7,534,8,12,0,10,2,24,752,3,0,27,True
2210,23,36.8,357,3,8,3,7,2,16,529,1,0,35,True
2211,12,57.7,497,4,14,2,9,4,15,710,4,0,41,True
2212,14,60.9,435,5,15,0,17,6,20,637,0,0,24,True
2213,30,46.0,364,7,12,2,11,4,22,575,2,0,41,True
2214,3,54.4,514,5,15,2,10,2,13,718,2,0,23,True
2215,26,39.8,373,5,12,0,8,4,17,571,3,0,19,True
2216,16,40.8,406,4,8,3,12,3,21,632,1,0,33,True
2217,25,61.1,533,6,4,2,23,8,16,733,0,0,19,True
2218,21,35.5,365,0,6,3,9,4,14,549,2,0,32,True
2219,10,37.8,389,3,8,2,12,5,29,606,1,0,28,True
2220,16,50.9,388,5,10,1,14,4,27,615,3,0,25,True
2221,21,45.6,404,5,8,1,11,2,18,610,1,0,21,True
2222,17,39.8,389,2,6,1,6,1,26,586,3,0,22,True
2223,26,38.5,342,6,12,3,14,4,13,541,1,0,17,True
2224,13,46.6,439,4,8,5,9,2,19,659,1,0,23,True
2225,32,50.7,485,7,6,3,17,4,22,715,0,0,24,True
2226,20,49.3,413,10,6,1,16,5,23,641,0,0,26,True
2227,2,66.1,563,8,10,2,19,5,22,756,1,0,24,True
2228,7,57.2,505,7,16,3,14,3,22,747,2,0,28,True
2229,12,69.8,586,10,8,1,20,6,14,803,0,0,25,True
2230,10,54.9,458,7,12,1,10,4,35,693,0,0,20,True
2231,15,40.7,410,3,7,1,3,0,7,583,1,0,30,True
2232,2,63.8,499,14,7,1,22,4,28,738,1,0,19,True
2233,10,61.8,556,5,12,3,22,6,12,781,1,0,18,True
2234,17,56.3,485,6,9,0,9,4,13,698,2,0,24,True
2235,4,47.0,412,3,9,3,7,1,25,607,2,0,16,True
2236,10,71.4,723,2,14,3,16,7,12,915,0,0,15,True
2237,32,45.4,336,10,11,1,9,4,12,529,0,0,30,True
2238,15,46.8,457,9,8,0,14,5,19,667,3,0,18,True
2239,30,65.0,488,11,10,1,22,4,23,706,0,0,14,True
2240,23,47.0,447,4,17,3,13,2,13,645,3,0,19,True
2241,8,59.2,427,4,11,0,17,6,17,632,1,0,22,True
2242,14,41.3,324,6,6,1,20,6,18,538,1,0,14,True
2243,32,48.7,413,4,8,0,11,4,18,638,1,0,25,True
2244,15,51.3,434,9,15,2,13,3,25,642,2,0,26,True
2245,17,54.2,514,5,10,3,14,6,27,725,1,0,14,True
2246,3,66.3,677,7,9,4,12,5,17,846,1,0,11,True
2247,17,43.2,393,5,13,2,5,3,19,626,3,0,33,True
2248,10,66.7,535,13,11,0,22,11,23,807,2,0,14,True
2249,26,50.6,384,5,11,3,14,3,11,606,3,0,21,True
2250,30,36.1,325,3,6,3,13,6,16,570,0,0,39,True
2251,3,46.9,461,2,13,3,15,5,21,642,2,0,27,True
2252,23,45.8,355,6,8,5,11,3,17,561,2,0,32,True
2253,8,49.6,411,8,6,4,11,3,33,650,1,0,39,True
2254,13,45.3,373,7,12,2,17,7,14,599,0,0,17,True
2255,14,68.0,657,5,9,5,25,6,16,857,3,0,19,True
2256,30,39.3,329,1,11,2,11,4,14,557,1,0,36,True
2257,2,55.3,546,7,11,1,28,9,25,768,3,0,19,True
2258,23,55.6,495,5,8,5,18,6,8,716,2,0,19,True
2259,8,37.7,352,5,15,2,14,8,12,545,1,0,34,True
2260,26,56.9,510,10,7,0,19,7,23,747,0,0,30,True
2261,20,61.1,528,7,13,1,14,2,13,719,3,0,34,True
2262,2,59.5,535,9,9,4,22,6,21,762,2,0,20,True
2263,7,55.0,544,12,5,3,22,5,16,745,0,0,15,True
2264,25,50.6,458,8,9,4,15,7,22,672,1,0,30,True
2265,4,64.4,621,7,5,2,14,4,21,800,0,0,13,True
2266,21,51.2,451,8,9,2,10,5,11,617,0,1,10,True
2267,12,61.7,454,16,13,2,21,5,14,707,1,0,37,True
2268,10,62.6,621,7,8,3,17,4,28,834,0,0,15,True
2269,2,49.6,468,3,14,4,11,7,34,691,0,0,23,True
2270,3,61.3,504,9,7,2,14,3,21,717,1,0,8,True
2271,4,55.3,459,5,11,1,9,2,29,668,1,0,26,True
2272,14,34.9,266,6,10,7,14,3,19,517,0,0,33,True
2273,2,66.6,595,9,8,2,37,13,19,813,1,0,12,True
2274,3,66.3,633,10,13,3,16,10,29,826,1,0,14,True
2275,14,46.2,376,4,11,2,18,7,18,597,0,0,13,True
2276,16,55.8,480,3,8,0,18,7,30,706,1,0,27,True
2277,31,45.0,449,7,10,0,12,3,20,673,2,0,21,True
2278,8,42.3,326,6,8,1,8,3,13,556,1,0,46,True
2279,16,62.1,538,9,7,2,15,6,12,768,0,0,53,True
2280,13,32.4,262,5,13,3,7,2,18,436,3,0,28,True
2281,20,52.7,540,6,6,6,12,4,18,778,1,0,24,True
2282,3,43.4,408,4,11,2,12,5,11,609,0,0,20,True
2283,28,43.4,405,5,10,4,13,4,22,613,2,0,22,True
2284,16,56.6,398,10,16,3,13,3,18,624,5,0,36,True
2285,14,32.4,272,3,8,3,13,5,14,483,4,0,44,True
2286,31,40.0,357,3,11,6,9,2,20,556,3,0,30,True
2287,26,27.8,233,5,11,5,17,6,22,455,0,0,37,True
2288,8,33.5,286,5,11,0,11,2,10,452,1,0,16,True
2289,32,37.7,362,3,8,2,5,1,16,555,2,0,26,True
2290,20,61.7,556,7,16,1,16,6,18,770,5,0,17,True
2291,20,47.1,456,8,7,4,24,9,32,662,2,0,14,True
2292,33,35.2,308,2,11,3,13,5,18,514,2,0,20,True
2293,2,64.6,627,3,14,2,9,3,22,837,0,0,15,True
2294,16,32.3,285,1,13,1,6,1,16,488,3,0,29,True
2295,16,54.0,487,10,5,4,17,6,23,715,0,0,31,True
2296,7,55.0,450,8,11,3,14,3,9,649,4,1,45,True
2297,33,62.4,530,2,10,0,9,1,18,762,3,0,25,True
2298,8,29.3,290,2,10,3,10,5,21,473,2,0,27,True
2299,13,41.0,346,7,5,1,8,5,18,543,0,0,35,True
2300,14,36.2,396,2,9,0,8,2,13,569,2,1,18,True
2301,13,45.5,401,4,12,2,16,6,10,574,0,0,28,True
2302,10,75.6,813,6,12,0,26,11,15,989,3,0,23,True
2303,29,45.6,321,7,17,3,6,4,10,496,6,0,14,True
2304,20,44.4,474,5,13,1,14,4,12,657,1,0,13,True
2305,28,32.7,320,4,11,2,10,3,14,504,1,0,26,True
2306,30,42.0,393,3,14,3,7,2,19,573,3,0,17,True
2307,3,62.2,607,5,6,4,26,9,8,793,1,0,25,True
2308,21,56.2,515,8,10,2,14,7,17,706,0,0,17,True
2309,31,56.1,355,7,18,0,9,3,14,563,2,0,29,True
2310,29,43.5,349,7,11,5,13,4,18,555,1,0,34,True
2311,30,30.7,277,5,8,3,14,8,31,506,0,0,31,True
2312,4,45.6,364,6,7,2,17,4,21,549,2,0,14,True
2313,33,60.7,601,13,6,3,16,4,20,785,1,0,13,True
2314,14,51.8,554,6,8,1,11,2,18,744,0,0,7,True
2315,20,57.1,619,8,8,0,21,7,14,775,0,0,10,True
2316,29,39.0,361,3,9,5,13,2,24,547,2,0,27,True
2317,20,72.9,608,9,12,4,24,11,20,814,3,0,15,True
2318,28,45.7,385,5,16,2,7,3,19,569,2,0,24,True
2319,30,48.3,394,10,7,1,23,10,20,614,1,0,28,True
2320,2,51.4,472,2,17,1,10,6,23,676,1,0,26,True
2321,3,74.8,761,6,15,0,18,3,15,964,3,0,12,True
2322,25,61.3,554,6,14,4,14,4,9,729,1,0,21,True
2323,31,56.7,387,13,12,1,23,10,19,612,1,0,37,True
2324,28,40.9,385,5,13,1,8,2,23,595,2,0,25,True
2325,8,55.9,424,6,7,2,7,2,17,631,1,0,32,True
2326,21,40.6,406,3,11,1,8,3,22,625,2,0,35,True
2327,31,48.0,349,4,17,0,17,7,18,546,3,0,25,True
2328,14,40.3,327,4,13,5,19,2,12,544,2,0,32,True
2329,10,64.4,539,7,9,3,21,6,14,725,0,0,16,True
2330,29,30.6,242,4,14,5,15,7,12,434,2,0,32,True
2331,28,56.9,448,4,16,2,15,6,20,620,2,0,22,True
2332,30,22.1,205,3,10,0,11,6,14,371,3,0,44,True
2333,21,61.7,477,7,10,1,14,5,20,680,1,0,19,True
2334,31,47.3,357,2,11,3,11,6,16,596,2,0,28,True
2335,32,63.5,477,10,9,1,12,5,15,697,1,0,37,True
2336,10,56.7,588,6,10,0,17,2,13,805,2,0,15,True
2337,29,38.8,395,5,13,0,14,2,10,578,2,0,33,True
2338,2,62.7,612,1,4,3,17,11,17,800,1,0,30,True
2339,3,39.9,376,4,15,3,14,3,24,612,4,0,23,True
2340,33,57.7,526,6,5,3,12,4,24,736,1,0,19,True
2341,4,39.7,325,10,13,2,16,2,23,541,3,0,22,True
2342,14,57.9,445,4,10,2,19,4,12,672,2,0,29,True
2343,10,49.1,483,3,12,4,17,7,21,665,3,0,26,True
2344,2,50.9,425,10,14,2,17,9,17,652,3,0,16,True
2345,3,57.9,587,5,10,5,22,11,28,808,1,0,32,True
2346,33,45.9,470,5,14,0,9,3,26,675,2,0,18,True
2347,4,57.5,451,5,10,3,7,4,24,657,1,0,33,True
2348,8,46.2,448,6,12,1,6,1,15,646,1,0,25,True
2349,14,65.2,532,7,7,3,16,4,12,727,3,0,20,True
2350,32,51.4,358,5,20,0,22,9,18,580,4,0,31,True
2351,16,62.8,605,4,8,0,16,5,11,780,1,0,19,True
2352,28,49.8,376,2,14,7,15,7,13,559,3,0,23,True
2353,29,47.5,353,7,10,3,10,3,14,558,3,0,16,True
2354,26,62.3,414,3,12,0,14,4,28,620,2,0,21,True
2355,16,42.5,361,5,10,5,12,6,25,590,0,0,40,True
2356,28,49.7,449,5,8,1,14,5,20,645,2,0,29,True
2357,7,76.9,681,9,11,1,16,4,5,864,1,0,26,True
2358,33,45.6,349,9,18,1,12,2,17,538,3,0,20,True
2359,25,64.3,583,6,8,1,24,6,13,795,1,0,21,True
2360,32,54.9,488,7,6,3,18,6,11,675,0,0,25,True
2361,7,65.8,541,9,12,0,17,5,15,740,3,0,29,True
2362,33,41.8,367,6,19,2,14,3,11,531,3,0,14,True
2363,4,33.2,287,7,13,3,10,4,21,472,1,0,20,True
2364,8,52.8,441,8,13,2,13,4,21,621,4,0,18,True
2365,29,40.9,292,2,14,0,9,3,12,509,1,0,47,True
2366,28,39.2,356,4,13,3,14,3,13,551,0,0,27,True
2367,30,35.2,341,3,8,2,7,2,13,503,1,0,17,True
2368,8,51.2,438,5,16,5,13,3,17,661,3,0,21,True
2369,21,43.2,446,3,12,2,12,3,12,631,2,0,19,True
2370,12,72.9,670,8,11,1,21,11,22,876,0,0,20,True
2371,31,46.0,355,3,15,2,12,5,8,541,3,0,17,True
2372,14,44.1,342,2,10,1,14,3,19,540,4,0,28,True
2373,26,57.9,420,8,10,0,15,4,19,661,0,0,24,True
2374,16,63.2,529,6,15,3,29,7,18,764,2,0,45,True
2375,25,41.1,434,4,9,0,8,1,21,615,3,0,17,True
2376,4,44.9,359,3,12,4,14,4,14,559,0,0,25,True
2377,8,47.6,367,7,14,2,14,4,17,545,1,0,21,True
2378,12,68.8,655,13,8,3,24,14,13,834,0,0,14,True
2379,31,53.0,446,6,8,4,15,7,16,634,0,0,23,True
2380,32,49.5,459,5,8,0,22,10,10,667,0,0,34,True
2381,10,48.7,514,5,7,9,16,6,17,743,0,1,17,True
2382,20,54.9,553,8,6,0,16,6,19,768,1,0,27,True
2383,26,55.2,411,7,12,1,12,3,9,619,1,0,12,True
2384,7,72.6,661,13,7,0,19,8,17,878,0,0,13,True
2385,4,57.2,478,6,10,2,17,6,17,652,1,0,17,True
2386,13,28.5,228,5,14,1,8,4,16,410,2,0,24,True
2387,26,53.5,476,5,12,1,6,2,12,660,2,0,20,True
2388,33,43.1,409,3,10,0,10,4,17,618,1,0,51,True
2389,4,64.9,573,9,9,3,16,7,9,782,2,0,21,True
2390,8,42.6,275,4,10,2,11,2,17,489,1,0,44,True
2391,13,42.1,401,2,9,3,10,1,13,582,3,0,23,True
2392,14,56.3,419,10,13,1,19,6,7,624,2,0,38,True
2393,16,52.2,544,6,5,4,11,6,20,749,2,0,27,True
2394,28,39.3,508,2,9,3,6,2,18,678,0,1,17,True
2395,30,59.0,517,7,10,2,14,6,12,695,0,0,11,True
2396,7,64.2,591,5,8,1,20,11,25,769,1,1,13,True
2397,13,29.6,260,2,14,1,8,6,17,426,2,0,17,True
2398,32,47.8,449,2,10,2,12,6,17,655,0,0,30,True
2399,26,43.0,284,3,8,1,7,0,18,496,0,0,43,True
2400,16,51.5,469,5,9,4,14,8,19,689,2,0,33,True
2401,4,36.2,290,5,16,3,5,1,21,479,4,1,17,True
2402,8,44.0,297,3,14,0,14,5,15,487,3,0,51,True
2403,13,23.3,221,4,5,2,12,8,14,390,1,0,23,True
2404,14,58.6,478,6,10,2,20,7,20,710,0,0,22,True
2405,26,38.3,276,2,12,1,8,2,26,480,1,0,26,True
2406,16,62.7,500,10,13,1,14,6,17,697,5,0,16,True
2407,3,45.5,444,10,14,3,12,5,23,683,3,0,32,True
2408,25,35.4,368,1,8,2,3,0,25,575,1,0,20,True
2409,4,51.1,363,3,17,2,14,6,26,558,3,0,11,True
2410,8,41.3,374,2,9,1,11,4,12,561,1,1,37,True
2411,12,66.9,595,4,13,2,14,6,15,801,3,0,20,True
2412,31,45.8,353,4,12,1,10,3,15,592,2,0,34,True
2413,29,19.6,210,1,14,3,3,2,13,380,0,0,34,True
2414,30,39.5,362,2,11,1,8,1,23,586,1,0,28,True
2415,4,42.5,361,7,12,3,8,3,22,571,3,0,25,True
2416,21,56.6,563,8,7,0,23,3,17,800,0,0,17,True
2417,12,56.9,440,10,19,2,20,5,29,674,3,0,42,True
2418,31,37.6,330,0,20,1,6,2,25,530,4,0,31,True
2419,13,33.6,283,7,16,0,11,4,23,466,3,0,17,True
2420,32,62.9,526,9,6,3,15,5,9,731,1,0,28,True
2421,26,44.0,371,8,10,1,8,2,18,574,0,0,36,True
2422,2,73.6,785,6,7,2,16,5,30,966,1,0,11,True
2423,7,54.6,473,5,10,3,17,7,22,698,2,0,21,True
2424,33,61.5,529,7,7,2,11,2,19,722,2,0,16,True
2425,4,34.9,331,1,13,0,6,1,16,531,4,0,42,True
2426,13,44.4,355,1,15,2,14,5,18,553,1,0,20,True
2427,32,68.1,601,4,4,2,21,10,22,790,0,0,5,True
2428,28,34.2,300,4,10,2,8,3,17,460,3,1,31,True
2429,21,45.4,365,11,5,1,10,6,23,565,2,0,22,True
2430,14,40.6,346,8,9,1,15,3,17,534,2,0,19,True
2431,32,38.4,323,7,10,1,8,1,23,566,2,0,37,True
2432,10,74.9,706,8,6,5,10,6,9,909,1,0,15,True
2433,29,34.9,294,2,16,1,10,3,13,502,2,0,53,True
2434,28,48.9,447,5,16,1,9,2,18,661,2,0,36,True
2435,30,44.6,403,8,10,1,16,4,18,617,0,0,42,True
2436,2,67.5,662,3,9,3,21,7,16,849,1,0,25,True
2437,21,53.8,443,7,15,1,11,5,15,660,2,0,36,True
2438,14,64.4,541,6,10,3,20,3,13,778,2,0,34,True
2439,32,52.8,422,5,10,1,12,1,18,638,2,0,29,True
2440,10,49.5,529,9,9,5,14,5,18,731,0,0,24,True
2441,2,74.2,763,13,8,0,32,12,17,938,1,0,7,True
2442,3,67.3,712,8,9,4,16,7,15,912,0,0,31,True
2443,33,41.6,391,2,14,0,6,2,31,587,2,0,31,True
2444,4,56.2,405,6,9,1,12,2,19,588,3,0,21,True
2445,8,44.6,360,3,15,3,11,4,15,564,0,0,39,True
2446,21,41.6,391,2,15,1,13,5,13,579,2,0,21,True
2447,20,65.6,734,8,11,1,16,5,11,905,1,0,10,True
2448,26,45.6,347,4,13,2,15,3,13,562,3,0,21,True
2449,16,63.6,512,10,10,1,20,8,16,735,0,0,33,True
2450,28,66.8,477,6,8,0,15,1,9,667,1,0,45,True
2451,31,35.6,258,4,18,2,9,1,13,437,4,0,22,True
2452,13,32.1,297,8,12,4,13,4,15,487,2,0,22,True
2453,29,33.3,266,5,8,4,10,5,12,454,2,0,21,True
2454,20,45.9,386,3,13,3,9,5,23,599,2,0,34,True
2455,28,53.3,480,2,7,1,10,4,10,644,3,0,31,True
2456,30,40.7,330,2,15,3,11,3,13,504,4,0,22,True
2457,2,77.3,702,9,5,0,27,7,19,901,1,0,15,True
2458,21,56.5,371,10,12,2,18,9,18,585,4,0,33,True
2459,20,60.1,626,9,6,1,22,10,9,813,2,0,17,True
2460,26,59.4,447,10,15,5,24,5,19,689,2,0,29,True
2461,16,54.9,482,9,14,3,21,9,21,697,2,0,30,True
2462,28,37.9,394,1,9,0,8,2,20,593,2,0,51,True
2463,30,52.2,408,4,14,3,13,6,15,623,2,0,32,True
2464,25,63.8,480,5,15,4,16,7,16,671,2,0,31,True
2465,12,49.3,419,5,11,2,11,4,22,631,3,0,27,True
2466,31,45.3,397,3,18,1,14,6,14,584,6,0,17,True
2467,26,63.5,463,14,11,2,15,5,13,697,2,0,22,True
2468,25,51.9,431,6,9,2,11,2,19,640,0,0,27,True
2469,4,57.1,507,5,12,2,19,4,19,688,1,0,24,True
2470,8,40.9,338,6,13,4,17,5,27,541,3,0,20,True
2471,13,54.8,392,5,14,1,16,4,16,587,2,0,27,True
2472,26,44.7,417,3,15,4,7,6,27,641,1,0,32,True
2473,3,72.2,646,19,12,0,38,11,8,859,1,1,25,True
2474,33,40.4,357,4,7,0,11,3,22,568,2,0,28,True
2475,8,34.2,299,0,9,6,3,1,17,465,4,0,23,True
2476,12,64.1,493,8,11,2,22,5,11,724,3,0,38,True
2477,31,54.4,476,7,13,0,23,0,13,672,1,0,21,True
2478,13,30.1,281,1,17,3,9,1,12,431,4,0,17,True
2479,26,41.6,338,4,11,0,9,4,22,560,3,0,36,True
2480,7,60.7,541,9,14,2,14,5,11,741,2,2,17,True
2481,4,55.9,448,4,7,3,10,4,17,654,3,0,40,True
2482,8,53.5,415,3,8,1,22,6,13,635,3,0,31,True
2483,12,60.0,575,5,11,3,28,15,16,811,0,0,27,True
2484,13,40.3,298,3,12,1,11,3,11,487,2,0,41,True
2485,14,50.5,491,3,10,0,10,3,12,667,3,0,28,True
2486,29,45.8,344,6,10,3,16,6,21,518,1,0,10,True
2487,20,59.6,473,8,12,2,18,7,12,647,3,0,21,True
2488,30,39.7,311,7,11,3,12,4,15,520,5,0,41,True
2489,2,43.0,437,4,12,2,5,1,23,652,2,0,28,True
2490,3,65.5,610,12,9,5,32,12,7,831,1,0,20,True
2491,25,67.8,572,8,13,1,10,1,22,800,1,1,29,True
2492,21,45.1,451,4,14,1,14,5,14,648,2,0,21,True
2493,20,41.7,410,10,14,4,13,6,19,631,1,0,26,True
2494,26,65.7,502,7,9,1,21,9,13,702,3,0,6,True
2495,16,45.7,477,4,14,4,15,10,22,675,3,0,33,True
2496,28,27.8,255,1,9,2,7,4,12,467,2,0,68,True
2497,25,55.2,474,3,12,2,21,7,16,669,0,0,18,True
2498,12,65.2,583,11,8,5,17,5,20,816,0,0,24,True
2499,31,60.4,520,3,12,2,16,7,14,713,5,0,24,True
2500,13,37.7,316,5,6,3,15,4,16,530,2,0,37,True
2501,30,49.5,396,10,12,1,17,5,22,598,1,0,21,True
2502,2,53.0,456,9,8,5,18,7,16,637,1,0,24,True
2503,3,68.6,620,15,9,3,20,7,13,802,3,0,14,True
2504,4,54.8,435,6,16,1,13,8,16,650,1,0,17,True
2505,21,71.3,580,9,7,1,24,9,8,809,2,0,21,True
2506,31,37.8,258,6,16,2,16,4,22,483,3,0,38,True
2507,13,51.4,370,5,8,0,11,1,13,576,0,0,34,True
2508,32,69.8,537,12,14,1,22,7,15,751,3,0,21,True
2509,29,38.2,328,4,11,3,14,7,23,514,1,0,44,True
2510,20,60.1,685,4,5,2,21,9,26,886,0,0,14,True
2511,7,71.0,632,8,7,5,25,7,15,838,1,0,14,True
2512,14,58.1,498,6,11,4,9,2,14,680,4,0,26,True
2513,32,57.8,514,0,10,1,12,2,13,697,2,0,34,True
2514,29,55.1,383,5,9,3,14,4,11,570,1,0,31,True
2515,28,59.5,451,7,10,0,16,6,13,640,3,0,18,True
2516,30,41.9,333,10,8,5,11,5,24,541,0,0,29,True
2517,7,69.2,611,9,12,2,26,12,16,816,1,0,26,True
2518,21,37.6,341,9,5,0,9,4,19,543,0,0,50,True
2519,32,51.1,540,4,7,0,11,1,24,729,2,0,12,True
2520,7,67.4,713,7,6,1,23,7,22,918,0,0,23,True
2521,33,57.3,451,4,9,2,13,5,12,635,0,0,25,True
2522,4,44.3,380,5,7,7,9,4,20,593,0,0,25,True
2523,12,58.7,501,7,12,1,19,6,23,693,0,0,25,True
2524,13,41.9,383,7,12,1,17,6,11,586,2,0,15,True
2525,14,46.3,361,4,12,2,14,6,25,556,5,0,40,True
2526,10,64.1,637,8,9,2,22,7,25,837,1,0,36,True
2527,31,33.8,293,0,11,5,6,2,19,474,3,0,28,True
2528,20,66.9,577,3,6,2,12,2,14,788,2,0,31,True
2529,2,67.1,611,11,7,5,19,3,10,815,2,0,30,True
2530,3,40.2,288,3,19,1,14,5,21,527,3,0,38,True
2531,25,55.1,510,4,14,3,14,3,11,716,4,0,20,True
2532,21,44.9,399,1,17,0,6,2,19,582,3,0,18,True
2533,29,28.3,291,1,12,3,7,4,10,479,3,0,44,True
2534,21,49.0,478,7,7,0,10,4,20,692,2,0,42,True
2535,2,63.9,558,11,12,3,10,3,6,744,2,0,29,True
2536,32,47.4,483,4,7,3,9,3,15,677,0,0,7,True
2537,10,50.7,485,5,13,4,9,5,22,687,3,0,9,True
2538,26,29.7,200,3,13,3,12,4,19,384,3,0,38,True
2539,12,60.0,530,8,14,2,14,7,18,724,1,0,16,True
2540,14,33.3,289,4,5,3,10,3,14,462,2,0,21,True
2541,16,29.2,270,3,17,4,6,4,21,455,2,0,25,True
2542,3,55.9,487,5,17,4,9,3,25,726,1,0,32,True
2543,3,46.2,416,1,16,1,9,3,28,611,3,0,24,True
2544,13,36.3,311,4,15,6,7,2,15,505,3,0,20,True
2545,33,63.9,467,4,15,0,10,3,21,672,4,0,24,True
2546,25,64.6,553,8,11,0,34,14,8,750,1,0,19,True
2547,32,46.9,454,7,6,0,10,5,21,692,0,0,36,True
2548,7,60.6,594,8,9,4,14,5,19,773,4,0,20,True
2549,12,60.2,482,11,10,0,30,9,16,740,1,0,52,True
2550,26,56.5,459,10,15,2,14,8,26,706,2,0,35,True
2551,25,53.0,442,7,14,5,19,6,11,644,1,0,14,True
2552,12,73.7,613,14,7,0,31,9,16,835,1,0,17,True
2553,31,39.9,284,5,14,0,10,5,19,462,3,0,20,True
2554,7,59.5,563,9,14,6,13,3,25,795,3,0,18,True
2555,33,63.9,555,8,9,0,10,3,16,727,1,0,11,True
2556,12,50.5,456,5,12,2,12,6,13,647,3,0,24,True
2557,10,44.4,405,3,8,5,8,3,24,611,3,0,21,True
2558,21,55.7,420,11,9,1,15,3,7,617,2,0,14,True
2559,29,32.8,351,2,2,4,10,1,26,556,0,0,31,True
2560,30,38.1,390,3,9,1,9,1,16,564,1,0,26,True
2561,3,67.2,534,13,14,1,24,9,22,772,3,0,35,True
2562,12,42.3,348,4,20,8,13,7,23,576,2,0,31,True
2563,33,42.4,451,2,13,0,12,1,16,628,2,0,22,True
2564,8,46.9,401,8,11,2,18,5,16,633,1,0,12,True
2565,14,46.8,355,1,15,1,16,2,16,554,3,0,17,True
