match_id,season_id,date,home_team_id,away_team_id,goal_home_ft,goal_away_ft,result
662,2,2011-09-18,12,2,4,0,0
663,2,2011-10-02,9,20,1,5,1
664,2,2011-10-02,5,22,6,0,0
665,2,2011-10-02,21,4,2,0,0
666,2,2011-10-02,12,10,2,1,0
667,2,2011-11-20,20,2,1,2,1
668,2,2011-08-21,9,7,2,3,1
669,2,2011-08-21,23,4,1,1,2
670,2,2011-08-21,19,5,2,0,0
671,2,2012-04-22,2,13,0,1,1
672,2,2012-04-22,3,16,4,4,2
673,2,2012-04-22,19,7,0,2,1
674,2,2012-01-22,10,3,1,2,1
675,2,2012-01-22,7,12,3,2,0
676,2,2011-10-23,10,4,3,1,0
677,2,2011-10-23,6,12,1,2,1
678,2,2011-10-23,5,16,1,3,1
679,2,2011-10-23,3,7,1,6,1
680,2,2011-10-23,22,20,1,0,0
681,2,2012-03-25,13,17,1,3,1
682,2,2011-09-25,22,15,1,1,2
683,2,2012-02-26,10,12,5,2,0
684,2,2012-02-26,23,3,1,2,1
685,2,2012-02-26,4,21,2,0,0
686,2,2011-11-27,2,7,1,1,2
687,2,2011-11-27,21,15,0,0,2
688,2,2011-08-28,3,10,8,2,0
689,2,2011-08-28,17,5,2,1,0
690,2,2011-08-28,12,7,1,5,1
691,2,2011-08-28,13,4,0,1,1
692,2,2012-04-29,20,22,6,1,0
693,2,2012-04-29,12,6,2,0,0
694,2,2011-10-30,12,22,3,1,0
695,2,2011-12-04,16,4,0,1,1
696,2,2011-12-04,19,8,2,1,0
697,2,2012-03-04,5,19,5,0,0
698,2,2012-03-04,17,8,1,1,2
699,2,2012-03-04,12,3,1,3,1
700,2,2012-02-05,20,3,3,3,2
701,2,2012-02-05,17,15,2,1,0
702,2,2012-05-06,15,12,1,1,2
703,2,2012-05-06,9,13,2,2,2
704,2,2012-05-06,5,8,2,1,0
705,2,2012-05-06,3,21,2,0,0
706,2,2012-05-06,17,7,0,2,1
707,2,2012-05-06,22,4,1,0,0
708,2,2012-05-06,19,16,0,0,2
709,2,2011-11-06,9,4,5,0,0
710,2,2011-11-06,5,12,1,3,1
711,2,2011-11-06,19,18,3,1,0
712,2,2012-04-08,10,7,1,0,0
713,2,2012-04-08,3,22,2,0,0
714,2,2011-12-22,12,20,1,1,2
715,2,2012-05-01,2,5,0,1,1
716,2,2012-05-01,4,16,1,1,2
717,2,2012-04-10,6,2,2,3,1
718,2,2012-03-13,2,16,3,0,0
719,2,2011-12-20,6,9,1,2,1
720,2,2011-12-20,19,23,2,2,2
721,2,2012-03-20,6,8,2,0,0
722,2,2012-04-24,15,9,1,2,1
723,2,2011-12-27,10,19,1,1,2
724,2,2011-12-27,23,12,0,2,1
725,2,2011-12-27,21,22,1,1,2
726,2,2012-01-03,7,2,3,0,0
727,2,2012-01-03,12,13,1,0,0
728,2,2012-01-03,18,8,1,4,1
729,2,2012-01-31,16,7,1,0,0
730,2,2012-01-31,3,4,2,0,0
731,2,2012-01-31,21,20,1,1,2
732,2,2012-01-31,12,18,3,1,0
733,2,2012-01-31,19,2,0,3,1
734,2,2012-05-08,2,20,4,1,0
735,2,2012-02-01,15,22,2,2,2
736,2,2012-02-01,6,17,0,2,1
737,2,2012-02-01,9,10,0,0,2
738,2,2012-02-01,5,13,1,1,2
739,2,2012-02-01,8,23,3,0,0
740,2,2012-04-11,7,13,4,0,0
741,2,2012-04-11,22,21,3,0,0
742,2,2012-04-11,18,3,1,0,0
743,2,2012-04-11,19,10,0,3,1
744,2,2012-01-11,12,16,2,0,0
745,2,2012-05-02,9,12,1,4,1
746,2,2012-05-02,20,17,0,2,1
747,2,2011-12-21,15,10,1,2,1
748,2,2011-12-21,16,21,1,0,0
749,2,2011-12-21,5,3,0,5,1
750,2,2011-12-21,7,4,3,0,0
751,2,2011-12-21,17,13,2,3,1
752,2,2011-12-21,22,8,2,3,1
753,2,2011-12-21,18,2,0,0,2
754,2,2012-03-21,16,10,0,1,1
755,2,2012-03-21,7,20,2,1,0
756,2,2012-03-21,22,2,3,2,0
757,2,2012-03-21,12,4,1,1,2
758,2,2012-01-04,16,9,1,2,1
759,2,2012-01-04,17,3,3,0,0
760,3,2013-04-01,5,22,3,2,0
761,3,2012-10-01,22,14,1,2,1
762,3,2012-12-10,5,17,2,1,0
763,3,2013-02-11,2,13,0,2,1
764,3,2012-12-17,24,10,2,5,1
765,3,2012-09-17,16,17,2,2,2
766,3,2012-11-19,14,4,1,1,2
767,3,2012-08-20,16,3,1,0,0
768,3,2013-01-21,25,16,0,0,2
769,3,2013-04-22,3,15,3,0,0
770,3,2013-02-25,14,12,2,3,1
771,3,2013-04-29,15,8,6,1,0
772,3,2012-12-03,17,18,3,0,0
773,3,2013-03-04,15,7,0,1,1
774,3,2012-11-05,13,25,2,0,0
775,3,2013-05-06,8,4,1,1,2
776,3,2013-04-08,3,7,1,2,1
777,3,2012-12-01,10,21,0,2,1
778,3,2012-12-01,5,12,0,3,1
779,3,2012-12-01,2,25,1,0,0
780,3,2012-12-01,7,16,1,1,2
781,3,2012-12-01,22,15,1,1,2
782,3,2012-12-01,24,3,3,4,1
783,3,2012-12-01,13,4,0,1,1
784,3,2012-12-01,14,20,3,1,0
785,3,2012-09-01,7,22,3,1,0
786,3,2012-09-01,21,8,2,2,2
787,3,2012-09-01,12,23,1,1,2
788,3,2012-09-01,13,16,2,0,0
789,3,2012-09-01,14,5,3,0,0
790,3,2012-09-01,18,4,2,2,2
791,3,2012-11-10,10,5,3,3,2
792,3,2012-11-10,15,3,2,3,1
793,3,2012-11-10,16,8,2,1,0
794,3,2012-11-10,24,23,0,0,2
795,3,2012-11-10,25,21,1,1,2
796,3,2012-11-10,4,22,1,0,0
797,3,2012-11-10,18,13,1,2,1
798,3,2013-05-11,15,20,1,2,1
799,3,2013-01-12,15,25,0,1,1
800,3,2013-01-12,16,21,0,0,2
801,3,2013-01-12,5,18,1,1,2
802,3,2013-01-12,23,17,0,0,2
803,3,2013-01-12,22,12,0,0,2
804,3,2013-01-12,24,13,3,2,0
805,3,2013-01-12,4,20,0,4,1
806,3,2013-01-12,8,14,3,0,0
807,3,2013-04-13,10,23,3,1,0
808,3,2013-04-13,15,5,1,1,2
809,3,2013-04-13,16,22,2,0,0
810,3,2013-04-13,24,2,0,0,2
811,3,2013-04-13,25,14,1,1,2
812,3,2012-12-15,2,15,1,3,1
813,3,2012-12-15,3,8,3,1,0
814,3,2012-12-15,17,7,1,3,1
815,3,2012-12-15,23,18,2,1,0
816,3,2012-12-15,22,5,2,1,0
817,3,2012-12-15,4,16,1,1,2
818,3,2012-09-15,10,25,6,1,0
819,3,2012-09-15,15,21,2,0,0
820,3,2012-09-15,5,13,3,0,0
821,3,2012-09-15,3,18,4,0,0
822,3,2012-09-15,23,14,0,0,2
823,3,2012-09-15,22,20,0,0,2
824,3,2012-09-15,4,7,1,1,2
825,3,2012-09-15,8,2,1,1,2
826,3,2013-03-16,15,22,3,2,0
827,3,2013-03-16,16,7,2,0,0
828,3,2013-03-16,3,24,1,0,0
829,3,2013-03-16,25,2,3,1,0
830,3,2013-03-16,4,13,0,0,2
831,3,2013-03-16,21,10,0,2,1
832,3,2012-11-17,10,12,5,2,0
833,3,2012-11-17,2,18,3,0,0
834,3,2012-11-17,7,15,5,0,0
835,3,2012-11-17,17,21,1,2,1
836,3,2012-11-17,23,3,1,0,0
837,3,2012-11-17,22,25,1,3,1
838,3,2012-11-17,24,16,2,1,0
839,3,2012-11-17,13,20,2,1,0
840,3,2012-08-18,10,8,0,0,2
841,3,2012-08-18,5,23,5,0,0
842,3,2012-08-18,17,12,2,1,0
843,3,2012-08-18,22,21,0,5,1
844,3,2012-08-18,24,4,1,1,2
845,3,2012-08-18,13,2,3,0,0
846,3,2012-08-18,14,15,1,0,0
847,3,2013-01-19,2,23,5,0,0
848,3,2013-01-19,7,5,2,0,0
849,3,2013-01-19,17,24,1,2,1
850,3,2013-01-19,21,4,3,1,0
851,3,2013-01-19,13,15,2,2,2
852,3,2013-01-19,14,22,1,1,2
853,3,2013-01-19,18,8,2,3,1
854,3,2013-02-02,10,4,1,0,0
855,3,2013-02-02,16,15,3,3,2
856,3,2013-02-02,5,3,0,1,1
857,3,2013-02-02,17,20,3,2,0
858,3,2013-02-02,22,23,0,0,2
859,3,2013-02-02,24,8,2,1,0
860,3,2013-02-02,14,21,1,0,0
861,3,2013-02-02,18,25,2,2,2
862,3,2013-03-02,20,13,1,0,0
863,3,2013-03-02,16,24,3,1,0
864,3,2013-03-02,3,23,4,0,0
865,3,2013-03-02,25,22,1,2,1
866,3,2013-03-02,4,14,0,1,1
867,3,2013-03-02,8,5,2,2,2
868,3,2013-03-02,21,17,1,0,0
869,3,2013-03-02,18,2,0,4,1
870,3,2013-04-20,5,10,0,1,1
871,3,2013-04-20,23,24,2,1,0
872,3,2013-04-20,22,4,0,2,1
873,3,2013-04-20,8,16,1,0,0
874,3,2013-04-20,21,25,0,0,2
875,3,2013-04-20,13,17,1,1,2
876,3,2013-04-20,14,18,2,0,0
877,3,2012-10-20,5,15,1,0,0
878,3,2012-10-20,2,24,1,0,0
879,3,2012-10-20,3,4,4,2,0
880,3,2012-10-20,23,10,1,0,0
881,3,2012-10-20,21,18,2,1,0
882,3,2012-10-20,12,20,2,4,1
883,3,2012-10-20,13,7,1,2,1
884,3,2012-10-20,14,25,4,1,0
885,3,2012-12-22,2,5,4,0,0
886,3,2012-12-22,7,24,1,0,0
887,3,2012-12-22,17,22,1,0,0
888,3,2012-12-22,25,8,0,1,1
889,3,2012-12-22,12,4,0,0,2
890,3,2012-12-22,13,23,2,1,0
891,3,2012-12-22,14,16,1,2,1
892,3,2012-12-22,18,10,0,1,1
893,3,2012-09-22,20,4,1,0,0
894,3,2012-09-22,25,15,4,1,0
895,3,2012-09-22,21,16,0,3,1
896,3,2012-09-22,13,24,1,0,0
897,3,2012-09-22,14,8,1,1,2
898,3,2012-09-22,18,5,1,2,1
899,3,2013-02-23,10,15,2,1,0
900,3,2013-02-23,5,4,1,0,0
901,3,2013-02-23,23,16,2,1,0
902,3,2013-02-23,22,3,0,2,1
903,3,2013-02-23,24,18,0,3,1
904,3,2013-02-23,13,8,2,1,0
905,3,2012-11-24,15,10,0,0,2
906,3,2012-11-24,16,23,1,1,2
907,3,2012-11-24,3,22,3,1,0
908,3,2012-11-24,4,5,1,0,0
909,3,2012-11-24,8,13,2,4,1
910,3,2012-11-24,18,24,3,2,0
911,3,2012-08-25,15,16,1,3,1
912,3,2012-08-25,20,17,2,0,0
913,3,2012-08-25,3,5,3,2,0
914,3,2012-08-25,23,22,1,1,2
915,3,2012-08-25,25,18,0,2,1
916,3,2012-08-25,21,14,3,0,0
917,3,2012-08-25,12,13,1,1,2
918,3,2013-04-27,16,5,1,0,0
919,3,2013-04-27,7,14,2,1,0
920,3,2013-04-27,17,2,0,6,1
921,3,2013-04-27,25,13,0,3,1
922,3,2013-04-27,4,23,1,0,0
923,3,2013-04-27,18,12,2,2,2
924,3,2012-10-27,10,22,1,0,0
925,3,2012-10-27,15,23,1,1,2
926,3,2012-10-27,7,21,1,0,0
927,3,2012-10-27,24,5,3,3,2
928,3,2012-10-27,4,8,0,0,2
929,3,2012-10-27,18,14,2,1,0
930,3,2012-12-29,10,17,7,3,0
931,3,2012-12-29,15,18,0,3,1
932,3,2012-12-29,5,21,1,2,1
933,3,2012-12-29,3,13,2,0,0
934,3,2012-12-29,23,7,3,4,1
935,3,2012-12-29,24,14,1,0,0
936,3,2012-12-29,4,25,3,3,2
937,3,2012-12-29,8,12,1,2,1
938,3,2012-09-29,10,20,1,2,1
939,3,2012-09-29,16,25,3,1,0
940,3,2012-09-29,5,7,1,2,1
941,3,2012-09-29,3,12,2,3,1
942,3,2012-09-29,23,2,2,5,1
943,3,2012-09-29,24,17,2,2,2
944,3,2012-09-29,4,21,2,0,0
945,3,2012-09-29,8,18,1,0,0
946,3,2012-11-03,5,16,2,2,2
947,3,2012-11-03,3,10,2,1,0
948,3,2012-11-03,23,4,1,0,0
949,3,2012-11-03,8,15,0,1,1
950,3,2012-11-03,21,20,1,1,2
951,3,2012-11-03,12,18,0,1,1
952,3,2012-11-03,14,7,0,0,2
953,3,2013-03-30,10,24,4,1,0
954,3,2013-03-30,16,4,1,0,0
955,3,2013-03-30,7,17,4,0,0
956,3,2013-03-30,25,20,2,1,0
957,3,2013-03-30,8,3,0,1,1
958,3,2013-03-30,21,12,1,2,1
959,3,2013-03-30,14,13,3,1,0
960,3,2013-03-30,18,23,1,0,0
961,3,2013-05-04,5,24,2,4,1
962,3,2013-05-04,23,15,1,2,1
963,3,2013-05-04,22,10,0,1,1
964,3,2013-05-04,21,7,0,0,2
965,3,2013-05-04,12,25,1,0,0
966,3,2013-05-04,13,18,2,3,1
967,3,2013-05-04,14,17,0,0,2
968,3,2013-04-06,23,21,2,2,2
969,3,2013-04-06,24,25,0,2,1
970,3,2013-04-06,4,15,1,3,1
971,3,2013-04-06,13,10,1,2,1
972,3,2012-10-06,20,23,4,1,0
973,3,2012-10-06,7,8,3,0,0
974,3,2012-10-06,21,24,2,2,2
975,3,2012-10-06,13,22,3,2,0
976,3,2012-10-06,14,10,1,3,1
977,3,2012-10-06,18,16,2,2,2
978,3,2012-12-08,10,13,2,0,0
979,3,2012-12-08,15,4,0,0,2
980,3,2012-12-08,25,24,1,0,0
981,3,2012-12-08,8,20,1,3,1
982,3,2012-12-08,21,23,3,4,1
983,3,2012-12-08,18,22,2,2,2
984,3,2013-02-09,20,18,4,1,0
985,3,2013-02-09,23,5,0,0,2
986,3,2013-02-09,25,7,3,1,0
987,3,2013-02-09,4,24,2,1,0
988,3,2013-02-09,8,10,0,1,1
989,3,2013-02-09,21,22,4,1,0
990,3,2013-02-09,12,17,2,1,0
991,3,2013-03-09,23,25,0,0,2
992,3,2013-03-09,22,8,3,1,0
993,3,2013-03-09,24,15,1,2,1
994,3,2013-03-09,13,21,2,1,0
995,3,2013-02-10,15,14,2,1,0
996,3,2013-02-10,3,16,2,0,0
997,3,2013-03-10,2,12,3,2,0
998,3,2013-03-10,17,4,2,1,0
999,3,2012-11-11,20,2,1,1,2
1000,3,2012-11-11,7,12,2,1,0
1001,3,2012-11-11,17,14,0,1,1
1002,3,2013-05-12,16,14,2,0,0
1003,3,2013-05-12,5,2,1,3,1
1004,3,2013-05-12,3,21,2,1,0
1005,3,2013-05-12,23,13,4,0,0
1006,3,2013-05-12,22,17,1,2,1
1007,3,2013-05-12,4,12,1,2,1
1008,3,2013-05-12,8,25,1,1,2
1009,3,2013-01-13,10,7,0,2,1
1010,3,2013-01-13,3,2,2,1,0
1011,3,2013-04-14,17,8,0,3,1
1012,3,2013-04-14,4,3,0,2,1
1013,3,2012-12-16,12,21,1,0,0
1014,3,2012-12-16,13,14,0,0,2
1015,3,2012-09-16,24,12,1,3,1
1016,3,2013-02-17,2,21,5,0,0
1017,3,2013-03-17,20,14,2,0,0
1018,3,2013-03-17,8,23,1,1,2
1019,3,2013-03-17,12,5,0,1,1
1020,3,2013-03-17,18,17,2,1,0
1021,3,2012-11-18,5,8,1,3,1
1022,3,2012-08-19,7,25,3,2,0
1023,3,2012-08-19,18,20,0,2,1
1024,3,2013-05-19,20,16,2,1,0
1025,3,2013-05-19,2,22,1,0,0
1026,3,2013-05-19,7,23,2,3,1
1027,3,2013-05-19,17,10,0,1,1
1028,3,2013-05-19,25,4,1,1,2
1029,3,2013-05-19,21,5,0,3,1
1030,3,2013-05-19,12,8,1,0,0
1031,3,2013-05-19,13,3,5,5,2
1032,3,2013-05-19,14,24,4,2,0
1033,3,2013-05-19,18,15,2,2,2
1034,3,2012-12-02,23,8,2,1,0
1035,3,2012-09-02,2,10,0,2,1
1036,3,2012-09-02,17,15,1,1,2
1037,3,2012-09-02,25,3,2,3,1
1038,3,2013-01-20,20,10,2,1,0
1039,3,2013-01-20,12,3,1,1,2
1040,3,2013-04-21,2,20,2,2,2
1041,3,2013-04-21,12,7,3,1,0
1042,3,2012-10-21,22,16,1,1,2
1043,3,2012-10-21,8,17,1,1,2
1044,3,2012-12-23,20,15,8,0,0
1045,3,2012-12-23,21,3,1,1,2
1046,3,2012-09-23,2,3,1,2,1
1047,3,2012-09-23,7,10,1,1,2
1048,3,2012-09-23,17,23,1,0,0
1049,3,2012-09-23,12,22,2,1,0
1050,3,2013-02-24,7,20,2,0,0
1051,3,2013-02-24,17,25,4,2,0
1052,3,2012-11-25,20,7,0,0,2
1053,3,2012-11-25,25,17,2,0,0
1054,3,2012-11-25,21,2,0,0,2
1055,3,2012-11-25,12,14,3,1,0
1056,3,2012-08-26,2,7,2,2,2
1057,3,2012-08-26,4,10,0,0,2
1058,3,2013-04-28,10,3,1,1,2
1059,3,2013-04-28,20,21,2,0,0
1060,3,2013-04-28,24,22,0,0,2
1061,3,2012-10-28,20,3,2,3,1
1062,3,2012-10-28,16,2,2,2,2
1063,3,2012-10-28,17,13,2,1,0
1064,3,2012-10-28,25,12,1,2,1
1065,3,2013-02-03,7,2,2,2,2
1066,3,2013-02-03,13,12,0,1,1
1067,3,2013-03-03,12,10,2,1,0
1068,3,2012-12-30,16,20,1,2,1
1069,3,2012-12-30,22,2,0,3,1
1070,3,2012-09-30,15,13,1,1,2
1071,3,2013-03-31,15,2,1,2,1
1072,3,2012-11-04,2,17,1,1,2
1073,3,2012-11-04,22,24,1,1,2
1074,3,2013-05-05,2,16,0,0,2
1075,3,2013-05-05,3,20,0,1,1
1076,3,2013-04-07,20,8,2,1,0
1077,3,2013-04-07,2,14,0,0,2
1078,3,2013-04-07,17,5,1,0,0
1079,3,2013-04-07,22,18,1,1,2
1080,3,2013-04-07,12,16,2,2,2
1081,3,2012-10-07,2,4,0,0,2
1082,3,2012-10-07,17,3,0,3,1
1083,3,2012-10-07,25,5,2,2,2
1084,3,2012-10-07,12,15,2,0,0
1085,3,2012-12-09,16,12,2,1,0
1086,3,2012-12-09,7,3,2,3,1
1087,3,2012-12-09,14,2,2,3,1
1088,3,2013-01-01,7,4,3,0,0
1089,3,2013-01-01,25,10,1,1,2
1090,3,2013-01-01,21,15,2,2,2
1091,3,2013-01-01,12,24,3,1,0
1092,3,2013-01-01,13,5,1,2,1
1093,3,2013-01-01,14,23,2,1,0
1094,3,2013-01-01,18,3,0,4,1
1095,3,2012-12-11,8,24,3,0,0
1096,3,2013-05-14,10,18,4,1,0
1097,3,2013-05-14,24,7,0,2,1
1098,3,2013-04-16,10,16,0,0,2
1099,3,2012-11-27,15,24,1,0,0
1100,3,2012-11-27,8,22,0,0,2
1101,3,2013-01-29,15,17,1,2,1
1102,3,2013-01-29,22,7,0,0,2
1103,3,2013-01-29,4,18,2,2,2
1104,3,2013-01-29,8,21,0,0,2
1105,3,2013-05-07,7,13,1,0,0
1106,3,2013-05-07,18,21,2,3,1
1107,3,2013-01-16,20,25,2,2,2
1108,3,2013-04-17,5,20,0,3,1
1109,3,2013-04-17,7,18,1,0,0
1110,3,2013-04-17,14,3,2,2,2
1111,3,2013-01-02,20,22,0,1,1
1112,3,2013-01-02,2,8,3,0,0
1113,3,2013-01-02,17,16,1,2,1
1114,3,2012-08-22,20,24,4,2,0
1115,3,2013-01-23,10,14,5,1,0
1116,3,2012-12-26,15,12,0,4,1
1117,3,2012-12-26,16,18,2,1,0
1118,3,2012-12-26,5,25,1,1,2
1119,3,2012-12-26,3,17,4,3,0
1120,3,2012-12-26,23,20,0,1,1
1121,3,2012-12-26,22,13,1,2,1
1122,3,2012-12-26,24,21,0,0,2
1123,3,2012-12-26,4,2,3,1,0
1124,3,2012-12-26,8,7,1,0,0
1125,3,2012-11-28,20,5,0,0,2
1126,3,2012-11-28,16,10,1,1,2
1127,3,2012-11-28,3,14,1,0,0
1128,3,2012-11-28,25,23,1,1,2
1129,3,2012-11-28,4,17,2,1,0
1130,3,2012-11-28,21,13,3,1,0
1131,3,2012-11-28,12,2,2,1,0
1132,3,2012-11-28,18,7,0,2,1
1133,3,2013-01-30,10,2,2,2,2
1134,3,2013-01-30,16,13,2,1,0
1135,3,2013-01-30,5,14,3,1,0
1136,3,2013-01-30,3,25,2,1,0
1137,3,2013-01-30,23,12,1,1,2
1138,3,2013-01-30,24,20,2,2,2
1139,3,2013-05-08,20,12,2,2,2
1140,4,2014-01-13,15,10,1,2,1
1141,4,2013-09-16,21,2,2,2,2
1142,4,2013-08-19,7,17,4,0,0
1143,4,2014-01-20,13,16,1,1,2
1144,4,2014-04-21,7,13,3,1,0
1145,4,2013-10-21,26,5,1,4,1
1146,4,2013-12-23,10,20,0,0,2
1147,4,2013-11-25,13,15,2,2,2
1148,4,2013-08-26,3,20,0,0,2
1149,4,2014-04-28,10,17,3,0,0
1150,4,2014-02-03,7,20,0,1,1
1151,4,2013-09-30,16,17,3,2,0
1152,4,2014-03-31,8,14,1,2,1
1153,4,2014-05-05,26,2,3,3,2
1154,4,2014-04-07,12,8,5,1,0
1155,4,2013-12-09,21,28,1,1,2
1156,4,2014-02-01,27,23,2,1,0
1157,4,2014-02-01,16,15,2,1,0
1158,4,2014-02-01,5,25,0,3,1
1159,4,2014-02-01,28,12,1,1,2
1160,4,2014-02-01,17,8,0,3,1
1161,4,2014-02-01,4,3,2,1,0
1162,4,2014-02-01,14,21,2,0,0
1163,4,2014-03-01,16,14,1,0,0
1164,4,2014-03-01,5,20,1,3,1
1165,4,2014-03-01,28,17,1,4,1
1166,4,2014-03-01,25,2,0,3,1
1167,4,2014-03-01,4,10,1,0,0
1168,4,2014-01-11,27,14,0,2,1
1169,4,2014-01-11,16,23,2,0,0
1170,4,2014-01-11,5,8,1,4,1
1171,4,2014-01-11,28,20,0,2,1
1172,4,2014-01-11,3,21,2,0,0
1173,4,2014-01-11,25,13,1,0,0
1174,4,2014-01-11,12,26,2,0,0
1175,4,2014-04-12,26,15,1,0,0
1176,4,2014-04-12,5,23,1,0,0
1177,4,2014-04-12,25,27,0,1,1
1178,4,2014-04-12,4,17,1,0,0
1179,4,2014-04-12,8,16,0,1,1
1180,4,2014-04-12,13,12,3,3,2
1181,4,2013-12-14,27,13,1,0,0
1182,4,2013-12-14,20,26,2,1,0
1183,4,2013-12-14,16,5,4,1,0
1184,4,2013-12-14,28,4,0,0,2
1185,4,2013-12-14,7,10,6,3,0
1186,4,2013-12-14,17,25,1,1,2
1187,4,2013-12-14,14,8,0,0,2
1188,4,2013-09-14,15,17,1,2,1
1189,4,2013-09-14,16,20,1,0,0
1190,4,2013-09-14,5,13,1,1,2
1191,4,2013-09-14,28,27,1,1,2
1192,4,2013-09-14,3,26,2,0,0
1193,4,2013-09-14,4,7,0,0,2
1194,4,2013-09-14,8,10,1,3,1
1195,4,2013-09-14,12,23,2,0,0
1196,4,2014-03-15,15,20,1,0,0
1197,4,2014-03-15,16,27,2,1,0
1198,4,2014-03-15,5,17,1,0,0
1199,4,2014-03-15,28,7,0,2,1
1200,4,2014-03-15,25,23,4,2,0
1201,4,2014-03-15,4,14,3,1,0
1202,4,2014-03-15,8,26,0,0,2
1203,4,2014-03-15,21,13,1,2,1
1204,4,2013-08-17,10,15,1,3,1
1205,4,2013-08-17,2,4,1,0,0
1206,4,2013-08-17,23,16,2,2,2
1207,4,2013-08-17,8,5,0,1,1
1208,4,2013-08-17,21,3,1,4,1
1209,4,2013-08-17,13,25,0,1,1
1210,4,2013-08-17,14,27,2,0,0
1211,4,2014-01-18,10,5,2,0,0
1212,4,2014-01-18,26,4,1,0,0
1213,4,2014-01-18,2,15,2,2,2
1214,4,2014-01-18,7,27,4,2,0
1215,4,2014-01-18,23,28,1,0,0
1216,4,2014-01-18,8,25,2,2,2
1217,4,2014-01-18,14,17,1,3,1
1218,4,2014-04-19,15,25,0,0,2
1219,4,2014-04-19,27,4,1,1,2
1220,4,2014-04-19,20,8,1,2,1
1221,4,2014-04-19,17,21,1,2,1
1222,4,2014-04-19,12,5,3,1,0
1223,4,2014-04-19,14,26,0,1,1
1224,4,2013-10-19,10,23,4,1,0
1225,4,2013-10-19,20,27,4,1,0
1226,4,2013-10-19,16,28,2,1,0
1227,4,2013-10-19,3,25,1,1,2
1228,4,2013-10-19,17,2,2,2,2
1229,4,2013-10-19,4,13,0,0,2
1230,4,2013-10-19,21,8,4,0,0
1231,4,2013-10-19,14,7,1,3,1
1232,4,2013-11-02,10,2,2,0,0
1233,4,2013-11-02,5,3,1,3,1
1234,4,2013-11-02,28,8,1,0,0
1235,4,2013-11-02,7,23,7,0,0
1236,4,2013-11-02,17,20,2,0,0
1237,4,2013-11-02,4,25,1,1,2
1238,4,2013-11-02,13,26,2,0,0
1239,4,2013-11-02,14,15,0,0,2
1240,4,2013-12-21,26,17,0,3,1
1241,4,2013-12-21,5,7,2,4,1
1242,4,2013-12-21,2,27,3,1,0
1243,4,2013-12-21,3,14,3,1,0
1244,4,2013-12-21,4,15,2,1,0
1245,4,2013-12-21,8,23,0,0,2
1246,4,2013-12-21,13,28,1,1,2
1247,4,2013-09-21,20,5,2,0,0
1248,4,2013-09-21,2,25,0,1,1
1249,4,2013-09-21,17,28,2,3,1
1250,4,2013-09-21,23,15,0,1,1
1251,4,2013-09-21,13,8,3,0,0
1252,4,2013-09-21,14,16,2,3,1
1253,4,2014-02-22,10,8,4,1,0
1254,4,2014-02-22,27,28,0,4,1
1255,4,2014-02-22,20,16,1,0,0
1256,4,2014-02-22,26,3,0,2,1
1257,4,2014-02-22,7,4,1,0,0
1258,4,2014-02-22,13,5,1,1,2
1259,4,2014-02-22,14,25,3,1,0
1260,4,2014-03-22,27,2,3,6,1
1261,4,2014-03-22,20,10,6,0,0
1262,4,2014-03-22,16,21,3,2,0
1263,4,2014-03-22,28,13,2,0,0
1264,4,2014-03-22,7,5,5,0,0
1265,4,2014-03-22,17,26,1,0,0
1266,4,2014-03-22,23,8,2,0,0
1267,4,2014-03-22,14,3,0,2,1
1268,4,2013-11-23,10,25,2,0,0
1269,4,2013-11-23,16,2,3,3,2
1270,4,2013-11-23,5,21,1,2,1
1271,4,2013-11-23,28,26,0,1,1
1272,4,2013-11-23,17,23,2,1,0
1273,4,2013-11-23,4,8,2,0,0
1274,4,2013-11-23,14,20,0,3,1
1275,4,2013-08-24,15,2,0,1,1
1276,4,2013-08-24,16,13,0,0,2
1277,4,2013-08-24,5,10,1,3,1
1278,4,2013-08-24,28,23,1,0,0
1279,4,2013-08-24,17,14,0,0,2
1280,4,2013-08-24,25,8,1,1,2
1281,4,2013-08-24,4,26,2,1,0
1282,4,2014-04-26,5,28,2,2,2
1283,4,2014-04-26,3,23,4,0,0
1284,4,2014-04-26,25,16,2,0,0
1285,4,2014-04-26,4,12,0,1,1
1286,4,2014-04-26,21,15,4,1,0
1287,4,2014-04-26,13,14,1,0,0
1288,4,2013-10-26,15,16,0,2,1
1289,4,2013-10-26,26,10,0,2,1
1290,4,2013-10-26,2,13,4,1,0
1291,4,2013-10-26,3,4,3,2,0
1292,4,2013-10-26,23,27,0,0,2
1293,4,2013-10-26,25,5,2,0,0
1294,4,2013-12-28,15,21,1,1,2
1295,4,2013-12-28,27,8,2,2,2
1296,4,2013-12-28,28,5,6,0,0
1297,4,2013-12-28,7,26,1,0,0
1298,4,2013-12-28,23,3,0,1,1
1299,4,2013-12-28,14,13,3,3,2
1300,4,2013-09-28,15,7,3,2,0
1301,4,2013-09-28,5,27,1,2,1
1302,4,2013-09-28,28,14,1,0,0
1303,4,2013-09-28,3,13,1,2,1
1304,4,2013-09-28,25,26,2,0,0
1305,4,2013-09-28,21,10,1,2,1
1306,4,2013-09-28,12,20,1,1,2
1307,4,2014-03-29,10,7,1,1,2
1308,4,2014-03-29,26,20,1,0,0
1309,4,2014-03-29,3,15,4,1,0
1310,4,2014-03-29,25,17,4,0,0
