match_id,team_id,is_home,possession,passes,shots,shots_on_target
371,10,False,60.7,605,17,6
372,7,False,38.6,357,5,0
373,8,False,47.8,344,14,3
374,2,False,67.1,525,14,5
375,18,False,47.5,368,13,4
376,12,False,53.5,399,14,4
377,14,False,48.4,373,13,3
378,20,False,67.8,535,19,3
379,11,False,41.0,307,6,3
380,17,False,48.6,485,4,1
381,17,False,23.0,270,5,3
382,7,False,50.3,481,7,2
383,17,False,39.1,348,4,2
384,17,False,41.9,311,8,1
385,21,False,57.6,580,8,3
386,18,False,35.7,309,15,7
387,7,False,54.0,504,14,6
388,3,False,73.3,701,13,5
389,21,False,49.6,468,9,5
390,4,False,43.6,320,9,3
391,10,False,47.2,457,19,9
392,23,False,60.6,470,15,5
393,20,False,64.7,589,17,7
394,15,False,29.7,251,3,1
395,12,False,47.0,412,21,9
396,17,False,45.8,320,11,5
397,5,False,47.5,473,9,5
398,6,False,35.4,309,6,1
399,18,False,40.5,353,9,2
400,15,False,60.9,404,10,2
401,16,False,51.7,393,11,2
402,7,False,72.6,671,17,4
403,5,False,40.5,487,7,2
404,8,False,57.3,570,14,5
405,3,False,47.5,398,5,0
406,17,False,43.6,265,8,3
407,2,False,54.6,519,20,6
408,12,False,48.0,467,10,3
409,18,False,63.3,461,20,6
410,4,False,46.3,316,8,2
411,8,False,41.5,388,3,0
412,20,False,53.4,539,15,3
413,9,False,49.1,377,9,3
414,23,False,41.2,312,12,4
415,18,False,61.2,436,15,4
416,7,False,66.8,612,19,7
417,2,False,64.0,494,16,7
418,23,False,32.5,311,17,3
419,13,False,48.1,402,9,3
420,17,False,45.9,295,13,5
421,16,False,38.4,323,10,0
422,15,False,45.6,299,15,5
423,22,False,38.1,329,7,1
424,19,False,49.0,465,11,5
425,17,False,47.5,387,13,6
426,5,False,43.4,415,13,7
427,18,False,49.1,457,10,4
428,5,False,48.8,435,7,1
429,22,False,46.8,313,20,4
430,4,False,28.6,210,8,0
431,12,False,62.1,530,24,5
432,2,False,61.8,549,10,3
433,6,False,39.9,300,14,5
434,21,False,43.5,379,12,2
435,3,False,57.8,548,14,8
436,15,False,45.8,342,9,3
437,18,False,42.1,398,11,3
438,2,False,72.6,548,24,7
439,20,False,59.9,558,19,5
440,12,False,56.6,507,16,5
441,22,False,58.1,518,29,7
442,18,False,57.0,371,13,6
443,20,False,66.9,570,14,4
444,4,False,46.8,384,13,2
445,2,False,45.1,480,10,3
446,10,False,69.4,679,14,4
447,23,False,44.7,401,16,9
448,17,False,34.6,347,8,2
449,19,False,48.0,298,15,4
450,15,False,45.9,352,7,1
451,8,False,39.9,316,14,4
452,10,False,62.2,548,11,2
453,9,False,54.8,418,18,5
454,23,False,50.5,378,13,2
455,7,False,52.6,557,23,11
456,19,False,48.9,348,11,5
457,6,False,26.8,214,8,2
458,22,False,52.1,411,18,2
459,16,False,47.4,412,8,4
460,5,False,60.4,492,18,5
461,8,False,39.8,350,9,3
462,4,False,31.3,283,3,1
463,9,False,37.2,317,10,1
464,19,False,31.6,258,5,3
465,23,False,45.3,417,8,3
466,16,False,30.8,335,9,2
467,3,False,44.2,342,11,2
468,15,False,35.9,361,10,4
469,21,False,60.2,598,12,3
470,6,False,50.5,317,12,6
471,5,False,51.8,349,7,1
472,9,False,45.9,372,16,9
473,13,False,55.7,440,14,4
474,23,False,38.3,288,7,1
475,9,False,48.8,418,16,6
476,21,False,50.7,467,3,0
477,20,False,49.2,469,12,2
478,4,False,45.4,307,10,4
479,21,False,61.9,700,10,5
480,13,False,39.6,264,10,1
481,17,False,58.9,436,22,6
482,10,False,68.8,547,23,9
483,23,False,40.7,296,14,6
484,18,False,52.8,438,10,1
485,13,False,46.3,476,15,5
486,22,False,49.6,322,20,10
487,19,False,52.2,433,5,1
488,17,False,35.6,320,9,4
489,10,False,57.4,554,20,11
490,22,False,57.5,287,8,5
491,5,False,48.1,464,15,4
492,3,False,50.0,583,13,5
493,9,False,46.2,421,10,4
494,6,False,41.5,289,9,3
495,2,False,50.2,477,14,6
496,6,False,48.4,382,12,2
497,13,False,34.3,300,6,4
498,22,False,48.2,422,4,1
499,17,False,50.0,275,13,6
