match_id,team_id,is_home,possession,passes,shots,shots_on_target,result_id,goals,date
15,20,False,56.0,488,20,9,1,3,2011-03-07
16,2,False,50.9,475,17,9,1,5,2011-05-09
17,10,False,49.6,419,19,11,1,3,2011-01-01
18,9,False,37.4,290,15,4,3,1,2011-01-01
19,1,False,47.8,417,10,6,3,0,2011-01-01
20,16,False,64.1,432,15,2,3,0,2011-01-01
21,6,False,48.2,366,11,0,3,0,2011-01-01
22,5,False,44.5,462,14,2,3,0,2011-01-01
23,3,False,52.3,434,6,4,1,2,2011-01-01
24,19,False,51.9,343,16,3,3,0,2011-01-01
25,13,False,57.0,373,17,2,3,1,2010-12-11
26,18,False,50.2,373,6,2,2,0,2010-12-11
27,8,False,45.5,363,13,0,2,0,2010-12-11
28,2,False,55.1,453,21,5,3,1,2010-12-11
29,1,False,57.5,386,12,3,1,1,2010-12-11
30,7,False,61.2,513,14,8,1,3,2010-12-11
31,9,False,35.7,299,9,4,3,1,2010-09-11
32,3,False,47.7,406,13,6,2,3,2010-09-11
33,19,False,38.7,348,7,2,3,1,2010-09-11
34,6,False,35.1,282,9,3,2,1,2010-09-11
35,1,False,43.5,311,8,5,1,2,2010-09-11
36,12,False,59.7,459,17,6,2,1,2010-09-11
37,20,False,57.4,537,18,7,1,3,2010-09-11
38,8,False,36.0,275,6,1,2,1,2010-09-11
39,19,False,49.9,462,4,0,3,0,2011-02-12
40,4,False,39.4,254,16,4,3,0,2011-02-12
41,17,False,57.2,361,15,2,2,0,2011-02-12
42,15,False,50.4,348,7,2,2,1,2011-02-12
43,18,False,47.3,373,14,2,2,1,2011-02-12
44,7,False,50.3,482,14,3,3,1,2011-02-12
45,12,False,46.2,391,13,4,1,2,2011-02-12
46,14,False,59.1,446,21,9,2,3,2011-02-12
47,3,False,59.3,481,16,4,2,2,2010-11-13
48,11,False,40.5,339,7,4,2,0,2010-11-13
49,5,False,46.0,353,12,4,2,0,2010-11-13
50,2,False,60.0,429,12,3,3,0,2010-11-13
51,6,False,43.1,305,16,8,3,2,2010-11-13
52,1,False,51.5,368,23,3,2,0,2010-11-13
53,13,False,39.3,275,11,3,3,0,2010-11-13
54,9,False,44.5,352,17,5,1,3,2010-11-13
55,14,False,43.2,313,14,1,3,0,2010-08-14
56,16,False,69.6,469,20,4,3,0,2010-08-14
57,5,False,53.5,394,15,4,2,0,2010-08-14
58,13,False,40.5,394,11,1,3,0,2010-08-14
59,11,False,55.9,386,13,6,2,2,2010-08-14
60,7,False,60.8,626,14,2,2,0,2010-08-14
61,1,False,43.6,337,10,6,1,4,2010-08-14
62,4,False,38.5,227,10,4,3,1,2010-08-14
63,3,False,75.5,719,12,2,2,1,2011-05-14
64,9,False,49.1,341,19,6,3,3,2011-05-14
65,19,False,40.4,318,13,4,1,3,2011-05-14
66,16,False,52.5,388,22,2,3,0,2011-05-14
67,6,False,35.1,299,4,2,3,0,2011-01-15
68,19,False,49.6,375,15,5,3,3,2011-01-15
69,9,False,63.5,379,12,5,3,0,2011-01-15
70,1,False,50.5,365,13,2,3,2,2011-01-15
71,10,False,69.6,619,21,11,1,3,2011-01-15
72,5,False,52.7,412,14,5,2,1,2011-01-15
73,8,False,55.2,387,23,4,3,0,2011-04-16
74,18,False,50.7,443,9,4,1,3,2011-04-16
75,6,False,45.8,309,7,1,3,0,2011-04-16
76,20,False,59.6,582,21,8,1,3,2011-04-16
77,15,False,52.9,414,24,8,1,2,2011-04-16
78,11,False,41.9,412,9,4,3,1,2010-10-16
79,20,False,60.0,556,15,4,2,0,2010-10-16
80,4,False,40.6,300,9,3,3,1,2010-10-16
81,12,False,50.6,458,18,5,1,2,2010-10-16
82,13,False,44.0,331,9,2,2,2,2010-10-16
83,18,False,42.5,341,8,3,2,2,2010-10-16
84,14,False,51.0,453,14,4,2,1,2010-10-16
85,14,False,48.0,341,11,2,2,1,2010-12-18
86,9,False,52.6,376,13,3,3,0,2010-12-18
87,9,False,43.3,307,14,5,2,1,2010-09-18
88,5,False,61.1,494,9,2,2,1,2010-09-18
89,17,False,48.3,366,10,4,1,1,2010-09-18
90,14,False,57.5,395,13,6,2,1,2010-09-18
91,10,False,46.5,373,16,4,2,1,2010-09-18
92,19,False,42.3,326,6,1,3,1,2010-09-18
93,11,False,48.6,388,5,3,3,1,2010-09-18
94,19,False,41.5,339,8,3,1,1,2011-03-19
95,1,False,47.5,317,9,6,2,2,2011-03-19
96,5,False,54.9,438,14,2,3,1,2011-03-19
97,9,False,42.5,331,13,2,3,0,2011-03-19
98,17,False,60.4,362,15,4,3,0,2011-03-19
99,14,False,40.7,347,10,5,2,0,2011-03-19
100,10,False,73.9,663,17,6,2,2,2011-03-19
101,11,False,39.3,291,12,5,3,1,2011-03-19
102,6,False,32.5,255,7,2,2,0,2011-04-02
103,9,False,47.7,334,20,9,3,1,2011-04-02
104,15,False,53.3,340,10,2,2,2,2011-04-02
105,19,False,57.4,374,16,3,3,1,2011-04-02
106,20,False,64.3,469,28,5,2,1,2011-04-02
107,2,False,49.3,381,13,8,3,1,2011-04-02
108,3,False,66.0,541,23,8,1,4,2011-04-02
109,12,False,54.3,436,11,4,2,0,2011-04-02
110,16,False,51.0,373,12,3,1,2,2010-10-02
111,6,False,55.5,327,9,1,3,0,2010-10-02
112,3,False,52.0,408,12,1,2,0,2010-10-02
113,15,False,46.9,357,13,3,3,1,2010-10-02
114,9,False,43.5,315,11,5,2,1,2010-10-02
115,5,False,54.4,497,18,5,2,1,2010-10-02
116,19,False,39.1,335,3,0,3,0,2010-10-02
117,12,False,39.6,321,13,5,1,3,2010-11-20
118,20,False,61.8,502,32,9,3,0,2010-11-20
119,19,False,55.8,440,24,9,3,1,2010-11-20
120,17,False,50.7,364,7,2,3,1,2010-11-20
121,14,False,46.3,440,8,1,3,0,2010-11-20
122,18,False,32.6,287,11,4,3,0,2010-11-20
123,4,False,35.4,225,8,5,1,3,2010-11-20
124,1,False,46.7,505,5,1,3,0,2010-08-21
125,6,False,44.0,253,15,4,3,1,2010-08-21
126,19,False,40.7,298,10,2,2,1,2010-08-21
127,12,False,58.3,466,9,6,1,2,2010-08-21
128,8,False,45.3,303,11,2,3,0,2010-08-21
129,9,False,49.8,360,13,5,1,3,2010-08-21
130,20,False,48.8,430,11,8,1,6,2010-08-21
131,18,False,37.6,359,3,0,3,0,2011-01-22
132,7,False,68.0,640,25,3,3,0,2011-01-22
133,8,False,43.2,328,13,5,1,2,2011-01-22
134,14,False,39.9,318,15,5,2,2,2011-01-22
135,4,False,37.2,291,10,1,3,0,2011-01-22
136,11,False,44.1,368,5,1,3,0,2011-01-22
137,12,False,64.1,553,14,5,2,1,2011-01-22
138,2,False,41.8,331,16,9,1,3,2011-01-22
139,4,False,41.2,279,8,3,2,1,2011-04-23
140,17,False,42.9,328,11,2,2,1,2011-04-23
141,14,False,32.5,266,18,6,3,0,2011-04-23
142,11,False,46.5,411,13,5,3,0,2011-04-23
143,16,False,40.9,368,5,3,3,0,2011-04-23
144,18,False,55.9,394,9,5,3,2,2011-04-23
145,13,False,39.9,367,11,3,2,2,2011-04-23
146,5,False,57.6,433,19,5,2,1,2011-04-23
147,1,False,45.8,363,19,6,3,0,2010-10-23
148,19,False,51.5,497,14,10,3,0,2010-10-23
149,15,False,52.3,350,12,3,3,0,2010-10-23
150,16,False,46.6,355,7,2,2,1,2010-10-23
151,5,False,50.1,433,9,1,3,1,2010-10-23
152,17,False,59.3,523,15,5,1,2,2010-10-23
153,9,False,49.2,356,11,2,2,1,2010-10-23
154,13,False,35.7,303,8,5,1,3,2010-09-25
155,18,False,43.9,342,16,5,2,0,2010-09-25
156,6,False,41.8,284,16,5,1,2,2010-09-25
157,16,False,54.2,484,16,5,2,0,2010-09-25
158,8,False,45.1,347,10,3,2,2,2010-09-25
159,20,False,57.0,503,18,4,3,0,2010-09-25
160,12,False,63.9,521,20,5,3,0,2010-09-25
161,6,False,40.9,392,5,2,3,1,2011-02-26
162,8,False,53.4,442,14,4,3,0,2011-02-26
163,9,False,55.1,381,20,5,2,1,2011-02-26
164,3,False,52.0,433,18,8,1,4,2011-02-26
165,1,False,41.5,375,6,0,3,0,2011-02-26
166,10,False,59.3,591,20,7,1,4,2010-11-27
167,1,False,51.3,379,17,6,2,2,2010-11-27
168,13,False,53.4,409,9,5,1,4,2010-11-27
169,11,False,41.0,371,8,2,2,1,2010-11-27
170,6,False,35.1,368,4,2,3,1,2010-11-27
171,7,False,63.9,537,11,4,2,1,2010-11-27
172,18,False,59.0,460,11,4,3,1,2010-11-27
173,8,False,46.0,372,16,6,3,2,2010-11-27
174,10,False,64.7,527,14,5,1,2,2010-08-28
175,5,False,46.0,402,13,5,2,2,2010-08-28
176,4,False,27.0,224,10,1,3,0,2010-08-28
177,14,False,39.7,382,8,1,3,0,2010-08-28
178,18,False,36.6,304,17,3,1,1,2010-08-28
179,17,False,55.1,350,11,4,2,1,2010-08-28
180,9,False,57.9,335,13,0,3,0,2011-04-30
181,4,False,43.6,250,9,1,2,0,2011-04-30
182,12,False,47.6,430,13,1,3,1,2011-04-30
183,5,False,49.7,464,10,3,1,3,2011-04-30
184,15,False,59.0,431,12,3,3,1,2011-04-30
185,16,False,49.7,360,8,6,2,1,2011-04-30
186,14,False,34.3,278,5,2,3,0,2010-10-30
187,20,False,66.1,546,16,3,1,2,2010-10-30
188,4,False,35.6,254,11,0,3,0,2010-10-30
189,18,False,40.9,388,9,3,3,0,2010-10-30
190,12,False,48.7,459,13,2,3,0,2010-10-30
191,7,False,47.7,431,19,2,3,1,2010-10-30
192,5,False,45.6,416,14,4,3,1,2010-12-04
193,12,False,50.7,392,14,4,2,1,2010-12-04
194,19,False,58.4,393,14,6,3,0,2010-12-04
195,16,False,43.6,366,18,4,2,1,2010-12-04
196,9,False,41.0,292,12,1,3,0,2010-12-04
197,4,False,35.6,245,13,5,2,2,2010-12-04
198,5,False,44.3,377,14,5,2,2,2011-02-05
199,1,False,44.5,313,12,4,3,3,2011-02-05
200,13,False,47.5,389,16,4,3,0,2011-02-05
201,10,False,51.5,400,13,7,2,4,2011-02-05
202,8,False,56.3,333,13,5,3,2,2011-02-05
203,9,False,46.6,324,12,1,3,1,2011-02-05
204,6,False,54.0,333,13,4,3,3,2011-02-05
205,3,False,58.3,487,15,4,3,1,2011-02-05
206,8,False,37.4,338,8,3,2,0,2011-03-05
207,13,False,49.9,452,10,5,1,3,2011-03-05
208,15,False,47.4,320,13,6,3,2,2011-03-05
209,6,False,44.8,290,15,6,3,2,2011-03-05
210,18,False,49.6,453,13,2,3,0,2011-03-05
211,16,False,40.3,270,18,7,1,2,2011-03-05
212,4,False,43.2,340,9,4,3,0,2011-03-05
213,14,False,46.0,382,22,9,2,2,2010-11-06
214,18,False,64.2,474,18,5,3,1,2010-11-06
215,16,False,51.8,412,21,6,2,2,2010-11-06
216,12,False,56.6,422,13,4,3,2,2010-11-06
217,15,False,42.9,395,15,6,2,1,2010-11-06
218,19,False,48.2,449,9,3,3,1,2010-11-06
219,4,False,44.2,287,14,4,3,0,2010-11-06
220,18,False,51.7,403,8,2,2,1,2011-05-07
221,8,False,47.6,313,10,4,1,2,2011-05-07
222,7,False,51.4,380,12,3,3,1,2011-05-07
223,11,False,37.4,279,6,1,3,1,2011-05-07
224,1,False,41.4,331,16,6,2,1,2011-05-07
225,6,False,37.9,215,10,3,2,1,2011-05-07
226,11,False,52.9,336,6,2,2,1,2011-04-09
227,14,False,58.3,395,14,6,3,0,2011-04-09
228,18,False,47.5,400,14,3,3,0,2011-04-09
229,5,False,52.2,519,12,2,3,0,2011-04-09
230,13,False,49.7,343,12,8,1,3,2011-04-09
231,4,False,39.0,284,10,6,3,2,2011-04-09
232,16,False,35.6,216,10,5,1,3,2011-04-09
233,3,False,45.1,376,12,4,3,0,2011-05-01
234,19,False,57.1,360,11,2,2,1,2011-05-01
235,17,False,53.7,406,11,1,3,0,2011-05-01
236,14,False,40.2,372,9,3,3,1,2011-05-01
237,17,False,50.3,388,7,3,3,0,2011-04-10
238,10,False,58.9,456,17,6,1,3,2011-04-10
239,6,False,50.4,303,21,6,3,1,2010-12-12
240,20,False,61.4,530,15,8,2,1,2010-12-12
241,11,False,54.1,387,3,0,3,0,2010-12-12
242,2,False,56.2,455,17,3,2,0,2010-09-12
243,16,False,52.9,390,10,2,3,0,2011-02-13
244,8,False,41.7,326,21,9,1,3,2010-11-14
245,10,False,51.2,452,13,5,1,2,2010-11-14
246,10,False,63.3,536,17,3,2,1,2010-08-15
247,15,False,32.3,290,8,5,1,2,2011-05-15
248,5,False,42.8,339,21,9,1,2,2011-05-15
249,17,False,35.8,264,16,4,2,2,2011-05-15
250,12,False,46.5,403,10,3,1,2,2011-05-15
251,14,False,41.3,296,19,9,3,2,2011-05-15
252,15,False,47.6,345,17,4,2,1,2011-01-16
253,16,False,43.9,288,10,4,2,2,2011-01-16
254,17,False,51.6,296,11,2,2,1,2011-01-16
255,3,False,43.6,341,7,4,2,0,2011-01-16
256,2,False,38.3,333,10,5,2,1,2011-04-17
257,7,False,43.7,357,13,7,1,3,2010-10-17
258,2,False,65.9,568,20,6,3,0,2010-10-17
259,1,False,43.5,403,11,3,3,0,2010-09-19
260,2,False,50.5,511,8,2,3,2,2010-09-19
261,7,False,54.0,490,10,3,1,2,2010-09-19
262,15,False,39.1,293,17,5,2,3,2011-01-02
263,17,False,48.8,323,15,4,1,1,2011-01-02
264,19,False,55.0,456,6,1,2,1,2011-02-20
265,7,False,41.3,340,5,1,3,0,2011-03-20
266,2,False,47.8,396,13,7,1,2,2011-03-20
267,15,False,61.7,493,16,4,3,0,2010-11-21
268,7,False,54.6,522,11,6,1,4,2010-11-21
269,3,False,57.2,564,22,8,2,2,2010-08-22
270,15,False,49.9,394,6,0,3,0,2010-08-22
271,2,False,51.5,465,12,3,3,0,2011-05-22
272,7,False,59.5,472,17,7,1,2,2011-05-22
273,20,False,63.9,537,19,5,3,0,2011-05-22
274,10,False,67.8,604,13,5,2,2,2011-05-22
275,1,False,41.5,386,15,4,3,2,2011-05-22
276,13,False,45.4,343,16,6,2,3,2011-05-22
277,18,False,49.2,360,14,4,1,1,2011-05-22
278,11,False,32.2,285,7,2,3,1,2011-05-22
279,8,False,48.8,424,20,12,1,3,2011-05-22
280,6,False,41.7,266,16,9,1,3,2011-05-22
281,13,False,55.4,403,24,6,3,0,2011-01-23
282,10,False,67.1,530,19,6,3,1,2011-04-24
283,6,False,42.7,311,7,1,3,1,2010-10-24
284,10,False,65.3,664,14,7,1,3,2010-10-24
285,3,False,62.3,511,14,3,1,2,2010-10-24
286,12,False,42.7,339,13,4,1,2,2010-12-26
287,4,False,43.2,252,12,5,1,2,2010-12-26
288,13,False,55.2,441,16,4,3,0,2010-12-26
289,14,False,35.6,303,14,4,1,3,2010-12-26
290,8,False,43.4,445,6,1,3,0,2010-12-26
291,7,False,43.4,353,10,3,1,3,2010-12-26
292,18,False,45.4,332,15,6,1,2,2010-12-26
293,3,False,65.8,502,13,6,2,2,2010-09-26
294,4,False,37.0,275,8,1,1,2,2010-09-26
295,15,False,42.3,324,10,8,1,2,2010-09-26
296,5,False,49.2,415,11,4,2,1,2011-02-27
297,2,False,57.8,506,17,6,3,1,2011-02-27
298,20,False,57.0,504,20,7,2,1,2010-11-28
299,2,False,49.6,405,17,4,3,1,2010-11-28
300,16,False,68.3,517,23,5,3,0,2010-08-29
301,11,False,49.2,318,9,4,2,2,2010-08-29
302,13,False,49.0,402,16,3,3,0,2010-08-29
303,7,False,58.3,558,10,2,3,0,2010-08-29
304,1,False,65.4,577,14,3,3,0,2011-04-03
305,8,False,49.9,398,8,3,3,0,2011-04-03
306,10,False,53.0,441,16,4,3,0,2010-10-03
307,1,False,43.2,391,15,7,1,2,2010-10-03
308,17,False,48.1,414,9,3,3,1,2010-10-03
309,11,False,51.7,415,14,4,2,0,2010-10-31
310,2,False,58.8,475,11,2,1,1,2010-10-31
311,8,False,45.6,337,14,5,3,1,2010-10-31
312,14,False,42.6,342,8,1,3,0,2010-12-05
313,17,False,42.4,334,12,4,3,1,2010-12-05
314,2,False,43.4,388,8,3,1,1,2011-02-06
315,11,False,45.2,313,8,2,1,1,2011-02-06
316,3,False,57.6,500,13,3,3,1,2011-03-06
317,12,False,46.9,401,20,8,2,3,2011-03-06
318,17,False,42.4,389,7,2,1,1,2010-11-07
319,20,False,64.7,567,13,5,3,0,2010-11-07
320,7,False,60.3,557,11,3,1,2,2010-11-07
321,20,False,52.6,406,20,7,3,1,2011-05-08
322,10,False,73.4,570,18,3,3,1,2011-05-08
323,13,False,54.6,419,15,4,3,1,2011-05-08
324,16,False,41.9,319,8,3,3,1,2011-02-01
325,15,False,55.8,503,12,4,3,1,2011-02-01
326,20,False,64.3,582,28,14,1,4,2011-02-01
327,18,False,44.6,336,13,5,2,2,2011-02-01
328,3,False,55.0,444,10,2,3,1,2011-03-01
329,12,False,61.9,588,16,2,3,0,2011-05-10
330,17,False,46.9,325,11,4,1,2,2011-02-15
331,4,False,43.7,403,6,1,3,0,2011-05-17
332,3,False,59.4,470,19,5,2,0,2011-04-19
333,12,False,61.5,514,26,5,3,1,2011-02-22
334,3,False,57.6,499,23,10,1,3,2011-01-25
335,15,False,45.9,361,12,8,1,2,2011-01-25
336,19,False,64.4,511,7,1,3,0,2011-04-26
337,3,False,57.3,533,14,4,2,1,2010-12-28
338,15,False,50.1,485,9,4,3,0,2010-12-28
339,5,False,51.7,355,5,3,1,2,2010-12-28
340,1,False,47.0,438,9,4,1,2,2010-12-28
341,17,False,45.0,302,12,4,3,0,2010-12-28
342,6,False,37.8,253,7,4,1,3,2010-12-28
343,16,False,62.5,465,16,3,2,1,2010-12-28
344,11,False,41.0,338,16,5,1,2,2011-01-04
345,13,False,49.2,444,16,3,3,0,2011-01-04
346,4,False,35.7,310,5,1,3,1,2011-01-04
347,11,False,53.0,364,17,9,3,2,2010-11-09
348,8,False,43.0,348,8,2,2,1,2010-11-09
349,1,False,59.4,511,14,3,3,2,2010-11-10
350,5,False,42.7,388,8,3,3,0,2010-11-10
351,9,False,35.7,234,12,3,2,1,2010-11-10
352,3,False,53.4,561,10,3,2,0,2010-11-10
353,6,False,35.7,266,7,3,1,2,2010-11-10
354,13,False,49.6,365,20,5,2,2,2010-11-10
355,2,False,46.7,454,10,2,2,1,2010-11-10
356,10,False,48.0,440,14,5,1,2,2010-11-10
357,2,False,53.6,444,12,5,3,1,2011-01-12
358,7,False,53.3,441,15,7,2,2,2011-02-02
359,12,False,53.7,438,6,3,1,1,2011-02-02
360,14,False,43.0,333,13,8,1,3,2011-02-02
361,19,False,57.4,423,13,1,3,0,2011-02-02
362,17,False,50.9,381,5,3,3,0,2011-02-02
363,4,False,33.3,245,8,1,3,0,2011-02-02
364,11,False,42.9,412,8,2,3,1,2011-04-20
365,10,False,54.9,445,15,7,2,3,2011-04-20
366,4,False,30.1,265,8,1,3,0,2011-02-23
367,5,False,46.5,452,11,5,3,0,2011-01-26
368,9,False,48.1,378,14,4,3,0,2011-04-27
369,9,False,42.2,310,10,3,3,0,2010-12-29
370,19,False,43.6,352,8,2,1,1,2010-12-29
371,10,False,60.7,605,17,6,2,2,2010-12-29
372,7,False,38.6,357,5,0,2,0,2011-01-05
373,8,False,47.8,344,14,3,1,1,2011-01-05
374,2,False,67.1,525,14,5,3,1,2011-01-05
375,18,False,47.5,368,13,4,2,1,2011-01-05
376,12,False,53.5,399,14,4,3,1,2011-01-05
377,14,False,48.4,373,13,3,3,0,2011-01-05
378,20,False,67.8,535,19,3,3,0,2011-01-05
379,11,False,41.0,307,6,3,2,1,2011-03-09
380,17,False,48.6,485,4,1,3,1,2011-12-30
381,17,False,23.0,270,5,3,1,2,2012-04-06
382,7,False,50.3,481,7,2,3,1,2011-12-12
383,17,False,39.1,348,4,2,3,1,2012-03-12
384,17,False,41.9,311,8,1,2,0,2011-09-12
385,21,False,57.6,580,8,3,3,0,2011-08-15
386,18,False,35.7,309,15,7,1,2,2012-04-16
387,7,False,54.0,504,14,6,1,1,2012-01-16
388,3,False,73.3,701,13,5,1,2,2012-04-02
389,21,False,49.6,468,9,5,1,2,2012-01-02
390,4,False,43.6,320,9,3,1,2,2012-01-02
391,10,False,47.2,457,19,9,3,1,2012-01-02
392,23,False,60.6,470,15,5,1,2,2012-01-02
393,20,False,64.7,589,17,7,1,2,2012-01-02
394,15,False,29.7,251,3,1,3,0,2011-11-21
395,12,False,47.0,412,21,9,3,0,2011-08-22
396,17,False,45.8,320,11,5,1,2,2011-12-26
397,5,False,47.5,473,9,5,2,1,2011-12-26
398,6,False,35.4,309,6,1,2,1,2011-12-26
399,18,False,40.5,353,9,2,3,0,2011-12-26
400,15,False,60.9,404,10,2,2,0,2011-12-26
401,16,False,51.7,393,11,2,2,1,2011-12-26
402,7,False,72.6,671,17,4,2,0,2011-12-26
403,5,False,40.5,487,7,2,3,0,2012-03-26
404,8,False,57.3,570,14,5,3,1,2011-09-26
405,3,False,47.5,398,5,0,3,0,2012-04-30
406,17,False,43.6,265,8,3,1,3,2011-10-31
407,2,False,54.6,519,20,6,3,0,2011-12-05
408,12,False,48.0,467,10,3,2,0,2012-02-06
409,18,False,63.3,461,20,6,1,1,2012-05-07
410,4,False,46.3,316,8,2,2,1,2012-04-09
411,8,False,41.5,388,3,0,3,0,2012-04-09
412,20,False,53.4,539,15,3,2,1,2012-04-09
413,9,False,49.1,377,9,3,3,0,2012-04-09
414,23,False,41.2,312,12,4,1,2,2012-04-09
415,18,False,61.2,436,15,4,3,0,2011-10-01
416,7,False,66.8,612,19,7,1,4,2011-10-01
417,2,False,64.0,494,16,7,1,2,2011-10-01
418,23,False,32.5,311,17,3,3,0,2011-10-01
419,13,False,48.1,402,9,3,2,2,2011-10-01
420,17,False,45.9,295,13,5,1,2,2011-10-01
421,16,False,38.4,323,10,0,3,0,2011-12-10
422,15,False,45.6,299,15,5,1,2,2011-12-10
423,22,False,38.1,329,7,1,3,0,2011-12-10
424,19,False,49.0,465,11,5,3,1,2011-12-10
425,17,False,47.5,387,13,6,3,2,2011-12-10
426,5,False,43.4,415,13,7,3,0,2011-12-10
427,18,False,49.1,457,10,4,1,2,2011-12-10
428,5,False,48.8,435,7,1,3,0,2012-03-10
429,22,False,46.8,313,20,4,3,1,2012-03-10
430,4,False,28.6,210,8,0,3,0,2012-03-10
431,12,False,62.1,530,24,5,3,0,2012-03-10
432,2,False,61.8,549,10,3,3,0,2012-03-10
433,6,False,39.9,300,14,5,1,2,2012-03-10
434,21,False,43.5,379,12,2,3,0,2011-09-10
435,3,False,57.8,548,14,8,1,5,2011-09-10
436,15,False,45.8,342,9,3,2,2,2011-09-10
437,18,False,42.1,398,11,3,3,0,2011-09-10
438,2,False,72.6,548,24,7,3,0,2011-09-10
439,20,False,59.9,558,19,5,1,2,2011-09-10
440,12,False,56.6,507,16,5,1,2,2011-09-10
441,22,False,58.1,518,29,7,3,2,2012-02-11
442,18,False,57.0,371,13,6,1,2,2012-02-11
443,20,False,66.9,570,14,4,3,0,2012-02-11
444,4,False,46.8,384,13,2,3,1,2012-02-11
445,2,False,45.1,480,10,3,3,1,2012-02-11
446,10,False,69.4,679,14,4,1,2,2012-02-11
447,23,False,44.7,401,16,9,1,3,2012-02-11
448,17,False,34.6,347,8,2,3,0,2012-02-11
449,19,False,48.0,298,15,4,1,2,2011-08-13
450,15,False,45.9,352,7,1,2,0,2011-08-13
451,8,False,39.9,316,14,4,2,1,2011-08-13
452,10,False,62.2,548,11,2,2,0,2011-08-13
453,9,False,54.8,418,18,5,1,4,2011-08-13
454,23,False,50.5,378,13,2,2,1,2011-08-13
455,7,False,52.6,557,23,11,1,6,2012-04-14
456,19,False,48.9,348,11,5,2,0,2012-04-14
457,6,False,26.8,214,8,2,3,0,2012-04-14
458,22,False,52.1,411,18,2,3,0,2012-04-14
459,16,False,47.4,412,8,4,2,1,2012-01-14
460,5,False,60.4,492,18,5,3,1,2012-01-14
461,8,False,39.8,350,9,3,3,0,2012-01-14
462,4,False,31.3,283,3,1,2,0,2012-01-14
463,9,False,37.2,317,10,1,3,0,2012-01-14
464,19,False,31.6,258,5,3,2,1,2012-01-14
465,23,False,45.3,417,8,3,1,2,2012-01-14
466,16,False,30.8,335,9,2,3,1,2011-10-15
467,3,False,44.2,342,11,2,2,1,2011-10-15
468,15,False,35.9,361,10,4,3,1,2011-10-15
469,21,False,60.2,598,12,3,3,1,2011-10-15
470,6,False,50.5,317,12,6,2,1,2011-10-15
471,5,False,51.8,349,7,1,3,0,2011-10-15
472,9,False,45.9,372,16,9,1,3,2011-10-15
473,13,False,55.7,440,14,4,1,2,2011-12-17
474,23,False,38.3,288,7,1,2,1,2011-12-17
475,9,False,48.8,418,16,6,3,0,2011-12-17
476,21,False,50.7,467,3,0,2,0,2011-12-17
477,20,False,49.2,469,12,2,2,1,2011-12-17
478,4,False,45.4,307,10,4,1,2,2011-12-17
479,21,False,61.9,700,10,5,1,3,2012-03-17
480,13,False,39.6,264,10,1,2,1,2012-03-17
481,17,False,58.9,436,22,6,2,1,2011-09-17
482,10,False,68.8,547,23,9,3,3,2011-09-17
483,23,False,40.7,296,14,6,1,2,2011-09-17
484,18,False,52.8,438,10,1,3,1,2011-09-17
485,13,False,46.3,476,15,5,3,0,2011-09-17
486,22,False,49.6,322,20,10,1,3,2011-09-17
487,19,False,52.2,433,5,1,3,1,2011-11-19
488,17,False,35.6,320,9,4,3,1,2011-11-19
489,10,False,57.4,554,20,11,1,2,2011-11-19
490,22,False,57.5,287,8,5,1,3,2011-11-19
491,5,False,48.1,464,15,4,2,0,2011-11-19
492,3,False,50.0,583,13,5,1,1,2011-11-19
493,9,False,46.2,421,10,4,3,1,2011-11-19
494,6,False,41.5,289,9,3,2,3,2011-11-19
495,2,False,50.2,477,14,6,1,2,2011-08-20
496,6,False,48.4,382,12,2,3,1,2011-08-20
497,13,False,34.3,300,6,4,3,1,2011-08-20
498,22,False,48.2,422,4,1,1,1,2011-08-20
499,17,False,50.0,275,13,6,1,1,2011-08-20
